,Unnamed: 0,responsibility,conditions,requirement,description,name,city,salary_from,salary_to,employer,published_at,experience,employment,schedule,key_skills
29,29,"обеспечение бесперебойной работы торгового и ит-оборудования универмага и офиса; техническая поддержка офисной компьютерной техники, оргтехники и лвс; консультирование по работе программного обеспечения и работе оборудования; участие в проектах ит-подразделения.",оформление в соответствии с тк рф с первого дня работы; график работы 5/2; офис в центре города; полис дмс после испытательного срока 3 месяца.,"опыт на аналогичной позиции от 2-х лет; средне-специальное/высшее образование; опыт работы с торговым оборудованием в программах 1с; знание ос семейства windows на уровне администратора; инициативность, ответственность, доброжелательность, самостоятельность; понимание основных принципов построения и работы сетей; опыт работы в сфере розничной торговли обязателен. оформление в соответствии с тк рф с первого дня работы; график работы 5/2; офис в центре города; полис дмс после испытательного срока 3 месяца.","обеспечение бесперебойной работы торгового и ит-оборудования универмага и офиса; техническая поддержка офисной компьютерной техники, оргтехники и лвс; консультирование по работе программного обеспечения и работе оборудования; участие в проектах ит-подразделения. опыт на аналогичной позиции от 2-х лет; средне-специальное/высшее образование; опыт работы с торговым оборудованием в программах 1с; знание ос семейства windows на уровне администратора; инициативность, ответственность, доброжелательность, самостоятельность; понимание основных принципов построения и работы сетей; опыт работы в сфере розничной торговли обязателен. оформление в соответствии с тк рф с первого дня работы; график работы 5/2; офис в центре города; полис дмс после испытательного срока 3 месяца.",специалист технической поддержки универмага системный администратор,Санкт-Петербург,55000.0,55000.0,БТК девелопмент,2019-10-09T14:37:28+0300,between1And3,full,fullDay,Офисная техника|Windows 7|Windows Xp|MS Internet Explorer|Информационные технологии|Оптово-розничное кассовое обслуживание
