,Unnamed: 0,responsibility,conditions,requirement,description,name,city,salary_from,salary_to,employer,published_at,experience,employment,schedule,key_skills
569,569,,,,"привет, будущий коллега! мы - ekassir, продуктовая it-компания . наши компетенции — платежные и транзакционные системы, карточные технологии, по для устройств самообслуживания, системы дбо, мобильная разработка, по для сотрудников фронт-офиса и кассиров. если вы хоть раз совершали операцию через банкомат &quot;тинькофф банка&quot;, вносили платеж по кредиту в &quot;ренессанс кредит&quot;, обращались за банковскими услугами в &quot;почта банк&quot;, то пользовались нашими продуктами. чем предстоит заниматься: анализ и тестирование требований; тест дизайн (тест кейсы, тестовые данные, тест планы); составление отчетов по результатам; автоматизация процессов тестирования; тестирование и анализ производительности; тестирование безопасности системы. обязательные навыки: профильный опыт работы от 2-х лет; опыт автоматизации - от 1-го года (java); опыт работы с требованиями, техническими заданиями; опыт тестирования серверных приложений (rest, soap); опыт написания sql запросов разной сложности; опыт работы с инструментами разработки (ide, git); продвинутый пользователь семейства windows + linux; опыт работы с json, xml, навыки и опыт парсинга - плюс; знание языков разработки и понимание ооп (мы используем java, c#, javascript, powershell). мы предлагаем: официальное оформление по тк рф; гибкое начало рабочего дня; уровень заработной платы обсуждаем индивидуально; дмс после испытательного срока ( в т.ч. для членов семьи по льготной цене); профессиональная команда, использующая передовые технологии в своей области; курсы английского языка; участие в оплачиваемых конференциях; офис в пешей доступности от метро в бц &quot;белый остров&quot;.",инженерпотестированию(qaautomationengineer),Санкт-Петербург,,,Екассир,2019-10-07T12:32:25+0300,between1And3,full,fullDay,SQL|ООП|QA|Git|Java|C#|XML|SOAP|HTTP
