,Unnamed: 0,responsibility,conditions,requirement,description,name,city,salary_from,salary_to,employer,published_at,experience,employment,schedule,key_skills
121,121,"разработка базы данных под управлением postgresql; написание хранимых процедур и функций на pgsql, python;",стабильная развивающаяся ит-компания. готовы рассматривать,опыт работы от 3-x лет; отличные знания технологий реляционных субд и синтаксиса sql;,"корпорация «галактика» — один из крупнейших разработчиков комплексных решений в области автоматизации управления производственно- хозяйственной и финансовой деятельности предприятия в сфере оборонно-промышленного комплекса, машиностроения, нефтегазовой промышленности в поиске ведущий разработчика postgresql: разработка базы данных под управлением postgresql; написание хранимых процедур и функций на pgsql, python; опыт работы от 3-x лет; отличные знания технологий реляционных субд и синтаксиса sql; будет преимуществом: опыт программирования .net c# или node.js. знание linux; стабильная развивающаяся ит-компания. готовы рассматривать на удаленной основе (офис-москва). полное соблюдение трудового кодекса рф. конкурентоспособный уровень заработной платы (обсуждается по результатам собеседования). дмс после испытательного срока. крупные масштабные проекты. возможны краткосрочные командировки в москву. месторасположение офиса - москва, метро динамо, метро петровский парк, шаговая доступность 5 минут пешком.",ведущий разработчик postgresql,Санкт-Петербург,120000.0,170000.0,Галактика,2019-09-16T11:14:11+0300,between3And6,full,remote,PostgreSQL|pgSQL|Linux
