,Unnamed: 0,responsibility,conditions,requirement,description,name,city,salary_from,salary_to,employer,published_at,experience,employment,schedule,key_skills
60,60,"установка, настройка, администрирование субд oracle; устранение аварийных сбоев на субд oracle; устранение неисправностей систем, входящих в зону ответственности подразделения; проведение мероприятий по исследованию причин аварий на субд oracle.","официальное оформление в соответствии с трудовым законодательством; стабильная белая зарплата, премии; график работы 5/2, гибкое начало рабочего дня; дмс, корпоративная связь, дополнительные дни ежегодного отпуска; доступное обучение: вы можете проходить тренинги очно, дистанционно, в корпоративном университете, у провайдеров, у наставников.","высшее техническое образование; знание и понимание архитектуры субд oracle; знание субд oracle на уровне администратора; знание rman, awr, statspack, sql/plsql на уровне администратора, sh/bash на уровне администратора; знание ос linux в объеме, необходимом для администрирования как ос, так и субд и диагностики достаточности всех необходимых ресурсов; опыт работы с субд oracle, работающих в режиме 24x7; опыт работы с системами резервного копирования. установка, настройка, администрирование субд oracle; устранение аварийных сбоев на субд oracle; устранение неисправностей систем, входящих в зону ответственности подразделения; проведение мероприятий по исследованию причин аварий на субд oracle. официальное оформление в соответствии с трудовым законодательством; стабильная белая зарплата, премии; график работы 5/2, гибкое начало рабочего дня; дмс, корпоративная связь, дополнительные дни ежегодного отпуска; доступное обучение: вы можете проходить тренинги очно, дистанционно, в корпоративном университете, у провайдеров, у наставников.","высшее техническое образование; знание и понимание архитектуры субд oracle; знание субд oracle на уровне администратора; знание rman, awr, statspack, sql/plsql на уровне администратора, sh/bash на уровне администратора; знание ос linux в объеме, необходимом для администрирования как ос, так и субд и диагностики достаточности всех необходимых ресурсов; опыт работы с субд oracle, работающих в режиме 24x7; опыт работы с системами резервного копирования. установка, настройка, администрирование субд oracle; устранение аварийных сбоев на субд oracle; устранение неисправностей систем, входящих в зону ответственности подразделения; проведение мероприятий по исследованию причин аварий на субд oracle. официальное оформление в соответствии с трудовым законодательством; стабильная белая зарплата, премии; график работы 5/2, гибкое начало рабочего дня; дмс, корпоративная связь, дополнительные дни ежегодного отпуска; доступное обучение: вы можете проходить тренинги очно, дистанционно, в корпоративном университете, у провайдеров, у наставников.",администратор oracle dba,Санкт-Петербург,,,МТС,2019-09-27T10:38:33+0300,between1And3,full,fullDay,
