,Unnamed: 0,responsibility,conditions,requirement,description,name,city,salary_from,salary_to,employer,published_at,experience,employment,schedule,key_skills
332,332,,,,"о компании true flip — молодая международная компания, занимающаяся разработкой gambling игр и поддержкой собственной igaming платформы. за два года мы успешно преодолели путь от стартапа до одного из лидеров на рынке снг, но стремимся к тому, чтобы к 2021 году занять место в топе мировых разработчиков. на данный момент мы находимся в поиске специалиста, который пополнит творческую команду и возьмет на себя визуальную часть продвижения компании как в b2c, так и b2b направлениях. чем будете заниматься: разрабатывать дизайн и адаптировать макеты для email-рассылок создавать промо и рекламные материалы: статичные и анимированные баннеры, промо для соцсетей, медиа-киты для выпускаемых игр и пр. разрабатывать дизайн landing page изредка подключаться к работе над макетами печатной продукции генерировать креативные идеи для коммуникации со стороны смелого igaming-разработчика мы подойдем друг другу, если вы: хорошо знакомы со спецификой дизайна в email и имеете в портфолио макеты, которыми гордитесь умеете работать с анимацией, в частности — создавать gif умеете работать с иллюстрациями: сможете собрать (и доработать) из имеющихся графических материалов готовую картинку под конкретные дизайн-задачи свободно применяете принципы юзабилити и адаптивного дизайна работали или готовы начать работать в figma, отлично владеете photoshop ответственно подходите к любой задаче, независимо от ее масштаба круто, но необязательно: знание английского языка на уровне intermediate и выше (все макеты готовятся на английском) понимание основ html + css и опыт работы в команде с верстальщиком интерес к гейминг-индустрии и технологиями условия: отличный офис в центре петербурга постоянная работа в офисе с комфортным гибким графиком работа в дружной молодой команде, готовой менять игровую индустрию к лучшему возможность развивать международную экспертизу",промо дизайнер,Санкт-Петербург,70000.0,,Trueflip,2019-10-04T16:12:29+0300,between1And3,full,fullDay,Креативность|Английский язык|HTML|CSS|Web-дизайн|Графические редакторы|Графика|Анимация|Adobe Photoshop|Дизайн|Продвижение бренда
