,Unnamed: 0,responsibility,conditions,requirement,description,name,city,salary_from,salary_to,employer,published_at,experience,employment,schedule,key_skills
253,253,,,,"в санкт-петербургское агентство полного цикла nuance.studio требуется ux/ui дизайнер. в число наших клиентов входят российские и европейские компании, крупные ресторанные группы санкт петербурга и москвы, государственные учреждения, web-сервисы и многие другие. в зависимости от вашего профиля мы можем предложить следующие направления: дизайн сайтов от промо до интернет-магазинов проектирование интерфейсов иконографика и инфографика создание логотипов и фирменных стилей дизайн печатной продукции (сведен к минимуму) наш идеальный кандидат имеет: свежую голову, креативность, творческий подход хорошее портфолио опыт работы в sketch, photoshop, illustrator опыт в области web-дизайна более 6 лет вы самостоятельны, вас не нужно контролировать и подгонять в работе понимание современных тенденций дизайна аккуратность и любовь к мелочам мы предлагаем: работу в прогрессивной it-компании камерная атмосфера и бутиковые, не потоковые проекты участие в конференциях, митапах комфортный офис в скандинавском стиле в 3-х минутах от метро чкаловская пятидневную рабочую неделю c 8-часовым рабочим днем дружный коллектив чай/кофе и печеньки испытательный срок – до 2 месяцев высокая и стабильная заработная плата без задержек официальное оформление согласно тк рф большая сфера ответственности, рост и развитие резюме рассматриваются на основании 3-х лучших работ в разных стилях, присланные в формате png + ссылка на полное портфолио. ждем вашего отклика!",uxuiдизайнер,Санкт-Петербург,100000.0,,nuance.studio,2019-09-24T11:46:10+0300,moreThan6,full,fullDay,Web-дизайн|Adobe Photoshop|Графический дизайн|Веб-дизайн|Adobe Illustrator|Дизайн полиграфии|Adobe InDesign|Дизайн интерфейсов|Полиграфический дизайн|Дизайн|Sketch|Figma|UX|UI
