,Unnamed: 0,responsibility,conditions,requirement,description,name,city,salary_from,salary_to,employer,published_at,experience,employment,schedule,key_skills
738,738,,,,"в команду рекламной платформы репаблер требуется коммуникабельный менеджер по работе с сайтами-партнерами рекламной сети . вашей главной задачей будет поиск, поддержка и развитие отношений с партнерами компании - рекламными площадками. что будет входить в ваши задачи: поиск новых поставщиков трафика; поддержка и развитие отношений с существующими партнерами - рекламными площадками; проведение переговоров с поставщиками на предмет получения наилучших условий для сотрудничества; постоянный мониторинг закупочных цен с целью поддержания наилучших условий сотрудничества; анализ качества трафика от поставщиков; ведение отчетности по осуществляемой деятельности; ведение документооборота; мы хотим увидеть от вас: понимание что такое сайт, мобильное приложение, рекламные места, трафик, показы, клики, конверсии; базовые знание основ html, js и принципов работы вэб сайтов; умение и желание общаться с людьми; желателен опыт работы с digital - продуктами; мы предлагаем: работу в одной из ведущих рекламных платформ россии; возможность профессионально расти и развиваться; официальное трудоустройство в штат компании; график работы: с 10 до 19, пн - пт; офис на петроградке: 10 мин. от м. чкаловская; оплачиваемый отпуск и больничный;",mediabuyingmanager,Санкт-Петербург,,,РЕПАБЛЕР,2019-09-24T13:09:23+0300,between1And3,full,fullDay,Анализ трафика|Интернет-реклама|Internet Marketing|Навыки переговоров|Коммуникабельность|Баннерная реклама|Работа в команде|Грамотная речь|Грамотность|Медиабаинг|Media Buying|MS Excel
