,Unnamed: 0,responsibility,conditions,requirement,description,name,city,salary_from,salary_to,employer,published_at,experience,employment,schedule,key_skills
819,819,разработка мобильных приложений компании; работа в agile-команде.,"комфортные условия труда бесплатное 2-х разовое питание, кофе, чай спортзал график работы 5/2, с 11.00 до 20.00 (можно изменить) м.ладожская","опыт разработки приложений для платформы android от 1.5-x лет уверенное знание java (для новых проектов можно будет использовать и kotlin) знание принципов многопоточного программирования и современных паттернов проектирования опыт взаимодействия с серверным api (json) опыт работы с sqlite уверенное знание android sdk,вопросов совместимости с разными версиями android опыт работы с системами контроля версий (предпочтительно git) опыт размещения приложения в google play","суши wok – самая большая сеть take-away в россии, и мы не собираемся останавливаться! это более 580 торговых точек в более чем 100 городах россии. а еще мы активно продвигаемся за рубежом! для того чтобы покорять новые вершины и делать жизнь миллионов проще нам нужен талантливый android-разработчик с могучим чувством прекрасного. вместе мы будем делать первоклассные продукты и выпускать их на рынок. а еще у нас можно подкачаться к лету и не париться с едой) так что, если чувствуешь в себе желание реализовать свои амбиции, обязательно приходи! разработка мобильных приложений компании; работа в agile-команде. опыт разработки приложений для платформы android от 1.5-x лет уверенное знание java (для новых проектов можно будет использовать и kotlin) знание принципов многопоточного программирования и современных паттернов проектирования опыт взаимодействия с серверным api (json) опыт работы с sqlite уверенное знание android sdk,вопросов совместимости с разными версиями android опыт работы с системами контроля версий (предпочтительно git) опыт размещения приложения в google play плюсами будут: опыт работы c fabric, ga разработка сложных пользовательских интерфейсов и анимации написание unit-тестов знание гайдлайнов комфортные условия труда бесплатное 2-х разовое питание, кофе, чай спортзал график работы 5/2, с 11.00 до 20.00 (можно изменить) м.ладожская",android developer,Санкт-Петербург,,,Суши WOK,2019-10-09T12:32:05+0300,between1And3,full,fullDay,Java|Android SDK|Git|Android|Java SE
933,933,,,,"для развития платформы онлайн-торговли (https://wellmax.eu) мы приглашаем в нашу команду android-developer . у нас дружный коллектив с хорошей экспертизой и конкурентоспособная заработная плата . основными задачами будут: разработка android приложения для платформы онлайн-торговли wellmax.eu. мы будем вам рады, если вы: имеете опыт коммерческой разработки под android от 3-х лет; хорошо знаете kotlin и android sdk; имеете опыт разработки клиент-серверных приложений; понимаете принципы solid; знакомы с material-гайдлайнами. плюсами будут: опыт работы с dagger2, retrofit, корутинами, aac; понимание архитектуры mvvm. что вас ждет в нашей компании? работа в дружном, профессиональном коллективе с замечательным руководителем над интересным проектом! перспективы профессионального и карьерного роста. конкурентоспособный уровень заработной платы. гибкий подход к рабочему времени: пятидневка, 8-ми часовой рабочий день (обязательное время работы в офисе с 12.00-18.00 (должно пересекаться с работой своей команды), остальное время работы в офисе может планироваться самостоятельно. комфортный офис в историческом центре города в 5 мин. от метро звенигородская. ароматный кофе, фрукты, сладости, бутерброды и другие вкусняшки на кухне:). уважаемые кандидаты, ждем ваши резюме!",android developer,Санкт-Петербург,,,ЕФО,2019-09-10T15:57:58+0300,between3And6,full,fullDay,Android SDK|Kotlin
