,Unnamed: 0,responsibility,conditions,requirement,description,name,city,salary_from,salary_to,employer,published_at,experience,employment,schedule,key_skills
1098,1098,,,,"мы ищем react разработчика в команду front-end разработки. подробнее о том, что нужно будет делать: строить архитектуру новых модулей и нового функционала; оценивать сроки выполнения задач; реализовывать новый функционал; оптимизировать фронтэнд; фиксить свои же баги, иногда чужие; поддерживать существующий код в рамках клиент-сайд; делиться знаниями с коллегами; поддерживать, развивать и масштабировать систему и окружающую её инфраструктуру. мы ждем что вы: на “ты” с javascript; имеете опыт работы с библиотекой react и, желательно, с фреймворком angular 2+; самостоятельно и ответственно подходите к выполнению поставленных задач; понимаете какую бизнес проблему заказчика вы решаете; умеете работать в команде. что у нас интересного: официальное оформление, &quot;белая&quot; заработная плата; плоская структура и отсутствие бюрократии. более 95% сотрудников - технари; возможность поработать с самыми современными технологиями; возможность влиять на процесс и результат; ежегодный пересмотр заработной платы по результатам работы; годовой бонус; оплаченные обеды в нескольких местах, неподалеку от офиса; оборудованная, комфортная кухня с доступом к чаю/кофе, фруктам и снекам в любое время; дмс со стоматологией, оплата медицинских расходов; 100% оплата больничного листа; частичное покрытие расходов на изучение английского языка; компенсация расходов на спорт; своя футбольная и волейбольная команды; велопарковка + душ; современный офис с панорамным видом на город.",javascript(react)разработчик,Санкт-Петербург,,,eVelopers,2019-09-16T12:56:45+0300,between1And3,full,fullDay,
