,Unnamed: 0,responsibility,conditions,requirement,description,name,city,salary_from,salary_to,employer,published_at,experience,employment,schedule,key_skills
12,12,,,,"внимание, работа в it мы - компания click, ищем талантливых и амбициозных людей к нам в dream team. очень срочно нужна свежая кровь! сфера деятельности - интернет реклама. обязательно свободное владение английским языком; знание любых других иностранных языков только приветствуется, т.к. мы работаем со всеми регионами мира. занимаемся привлечением новых партнеров по всему миру. опыт работы в маркетинге, рекламе или it будет вашим преимуществом. личные качества - ответственность, обучаемость, стрессоустойчивость, коммуникабельность, пунктуальность, внимательность к деталям, способность работать с большими объемами данных. готовность быть на связи в нерабочее время. график работы с 10:00 до 19:00\11:00 до 20.00\12:00 до 21:00 заработная плата оклад 35000+ 4200 компенсация питания.после испытательного срока добавляем %. официальное оформление по тк рф; испытательный срок - 1-3 месяца (по результатам работы). комфортные условия работы: крутой офис на м.&quot;петроградская&quot;; оборудованное рабочее место, выделенные зоны отдыха, фрукты, печенье и йогурты всегда на кухне. развитая корпоративная культура, каждую последнюю пятницу месяца - веселые корпоративы; мы заботимся о своих сотрудниках и предоставляем дмс; в общем, если вы мечтали работать в современной it компании , иметь возможность хорошо зарабатывать и профессионально расти, кидайте резюме.",начинающий специалист (it маркетинг привлечение партнеров),Санкт-Петербург,40000.0,80000.0,Click,2019-09-20T11:30:48+0300,noExperience,full,fullDay,
