,Unnamed: 0,responsibility,conditions,requirement,description,name,city,salary_from,salary_to,employer,published_at,experience,employment,schedule,key_skills
1285,1285,"приглашаем специалистов в отделы: вк и генплан. участие в сборе и систематизации исходной информации для разработки проектно-сметной документации; многовариантная проработка проектных решений и выбор оптимального с технико-экономической точки зрения варианта реализации объекта; подбор в соответствии с проектным решением и требованиями заказчика оптимального с технико-экономической точки зрения оборудования; создание bim-моделей и технических чертежей в программах revit и civil 3d; проведение инженерных расчетов любой сложности; увязка своих проектных решений с проектными решениями смежных направлений; проверка соответствия создаваемой проектной документации возможности практической реализации, нормативным требованиям и здравому смыслу.",трудоустройство по тк рф.,"наличие высшего образования; наличие собственного опыта проектирования зданий и сооружений (не менее 5 лет); уверенная работа в общедоступных (ms office: word, excel, powerpoinr) и специализированных (autodesk: revit, civil 3d) программах; понимание основ и принципов bim-моделирования; умение осуществлять инженерные расчёты любой сложности; понимание основ смежных направлений строительства; знание строительных норм и правил; ориентирование в современных отечественных и зарубежных материалах и технологиях строительства; коммуникабельность и умение вести конструктивный диалог; наличие навыка самоконтроля; отсутствие шаблонного мышления и аналитический склад ума трудоустройство по тк рф.","приглашаем специалистов в отделы: вк и генплан. участие в сборе и систематизации исходной информации для разработки проектно-сметной документации; многовариантная проработка проектных решений и выбор оптимального с технико-экономической точки зрения варианта реализации объекта; подбор в соответствии с проектным решением и требованиями заказчика оптимального с технико-экономической точки зрения оборудования; создание bim-моделей и технических чертежей в программах revit и civil 3d; проведение инженерных расчетов любой сложности; увязка своих проектных решений с проектными решениями смежных направлений; проверка соответствия создаваемой проектной документации возможности практической реализации, нормативным требованиям и здравому смыслу. наличие высшего образования; наличие собственного опыта проектирования зданий и сооружений (не менее 5 лет); уверенная работа в общедоступных (ms office: word, excel, powerpoinr) и специализированных (autodesk: revit, civil 3d) программах; понимание основ и принципов bim-моделирования; умение осуществлять инженерные расчёты любой сложности; понимание основ смежных направлений строительства; знание строительных норм и правил; ориентирование в современных отечественных и зарубежных материалах и технологиях строительства; коммуникабельность и умение вести конструктивный диалог; наличие навыка самоконтроля; отсутствие шаблонного мышления и аналитический склад ума трудоустройство по тк рф.",ведущийинженер-проектировщик(водоснабжение),Тюмень,50000.0,,Институт Тюменькоммунстрой,2019-09-26T09:07:00+0300,moreThan6,full,fullDay,AutoCAD|Autodesk 3ds Max|3D Моделирование|Autodesk Revit
