,Unnamed: 0,responsibility,conditions,requirement,description,name,city,salary_from,salary_to,employer,published_at,experience,employment,schedule,key_skills
329,329,,"молодой, дружный коллектив; решение нестандартных задач, работа в интердисциплинарной команде; общение с признанными экспертами в предметной области; регулярное повышение квалификации, в том числе за границей (через полгода работы); корпоративный английский язык для сотрудников; креативный подход в решении задач; работа в историческом центре санкт-петербурга; ежегодный оплачиваемый отпуск 42 календарных дня; социальный пакет: официальное трудоустройство, отдых в корпоративном загородном оздоровительном центре, мероприятия для сотрудников и их детей и др.; гибкий график работы; испытательный срок 2 месяца.","понимание сферы web-разработки; умение работать в режиме многозадачности и верно расставлять приоритеты; навыки планирования своего времени; понимание, что такое современный качественный дизайн интерфейсов и сайтов; понимание основы программирования веб-сайтов, устройства баз данных и т. д. для составления грамотных заданий; помимо отклика, внимательным нужно обязательно заполнить анкету: https://forms.gle/gidcujsth7eco3he9; понимание функций менеджмента; усидчивость, старательность.","управление по развитию интернет-решений университета итмо занимается разработкой и поддержкой более 100 интересных внутренних проектов. помимо этого мы разрабатываем крупные международные, государственные проекты федерального значения в сфере образования и не только. специалисты с опытом смогут найти у нас задачи, соответствующие их амбициям и квалификации. начинающие таланты - получить необходимый опыт и реализовать свой потенциал, а также эффективно совмещать обучение в университете с достойной работой. вас ждет команда, где ценят каждого сотрудника и его личное развитие. нам нужен тот, кто следит за новыми технологиями и хочет применять их в проектах. мы считаем разработку творчеством, а не механической рутиной. сталкиваясь с задачей во второй раз, вместо готового решения мы ищем новое, которое будет быстрее, безопаснее, красивее. демократическая атмосфера позволит каждому привнести в проект свои идеи и воплотить их в жизнь. на наш взгляд, это самое верное лекарство от «профессионального выгорания». основные задачи: ведение проектов от первой встречи с заказчиком до запуска. переговоры с заказчиками, согласование результатов этапов, аргументация проделанной работы; взаимодействие с разработчиками по своему направлению (составлять грамотные задачи и отслеживать их выполнение); участвовать в создании интерфейсов проекта совместно с дизайнерами, ux/ui специалистами. понимание сферы web-разработки; умение работать в режиме многозадачности и верно расставлять приоритеты; навыки планирования своего времени; понимание, что такое современный качественный дизайн интерфейсов и сайтов; понимание основы программирования веб-сайтов, устройства баз данных и т. д. для составления грамотных заданий; помимо отклика, внимательным нужно обязательно заполнить анкету: https://forms.gle/gidcujsth7eco3he9; понимание функций менеджмента; усидчивость, старательность. будет плюсом: опыт в управлении проектами/аккаунтинге; опыт прототипирования интерфейсов. молодой, дружный коллектив; решение нестандартных задач, работа в интердисциплинарной команде; общение с признанными экспертами в предметной области; регулярное повышение квалификации, в том числе за границей (через полгода работы); корпоративный английский язык для сотрудников; креативный подход в решении задач; работа в историческом центре санкт-петербурга; ежегодный оплачиваемый отпуск 42 календарных дня; социальный пакет: официальное трудоустройство, отдых в корпоративном загородном оздоровительном центре, мероприятия для сотрудников и их детей и др.; гибкий график работы; испытательный срок 2 месяца. бонусы: постоянное повышение заработной платы при улучшении качества выполняемой работы и увеличении самостоятельности, профессиональный рост; участие в профессиональных тренингах, it-мероприятиях; уникальные возможности для занятий спортом: футбол, бокс, хоккей, лыжи, баскетбол, волейбол, велоспорт, теннис, бильярд, стрельба, плавание; у нас нет дресс-кода.",менеджер интернет проектов (web разработка),Санкт-Петербург,,,Университет ИТМО,2019-09-16T17:32:25+0300,between1And3,full,fullDay,Проектный менеджмент|Управление интернет-проектами|Ведение переговоров|Управление проектами|Бизнес-анализ
