,Unnamed: 0,responsibility,conditions,requirement,description,name,city,salary_from,salary_to,employer,published_at,experience,employment,schedule,key_skills
880,880,"установка wi-fi роутеров, приставок настройка клиентского оборудования прокладка кабеля от оборудования до квартиры клиента консультация клиентов отчётность","средняя оплата подключения 600-800 рублей, при выполнении 4 самых заявок в день минимальный уровень дохода составляет 28 000 в месяц, есть возможность зарабатывать больше частичная занятость в вечерние часы с 18 до 22 и в выходные дни по согласованию с руководителем (минимум 20 часов в неделю) официальное трудоустройство, белая заработная плата обучение возможность карьерного роста, в том числе, перехода на позицию сервисного инженера","желание развиваться в технической сфере (техническое образование будет вашим преимуществом) пунктуальность ответственное отношение к работе средняя оплата подключения 600-800 рублей, при выполнении 4 самых заявок в день минимальный уровень дохода составляет 28 000 в месяц, есть возможность зарабатывать больше частичная занятость в вечерние часы с 18 до 22 и в выходные дни по согласованию с руководителем (минимум 20 часов в неделю) официальное трудоустройство, белая заработная плата обучение возможность карьерного роста, в том числе, перехода на позицию сервисного инженера","ао «эр-телеком холдинг» – один из ведущих операторов информационно-коммуникационных услуг в россии, работаем с 2001 года. под брендом «дом.ru» для частных лиц мы предоставляем такие услуги,как: широкополосный доступ в интернет, цифровое тв, телефонную связь. холдинг входит в тройку крупнейших интернет-провайдеров и операторов кабельного телевидения россии! лауреат многих национальных премий, включая премию «большая цифра», «техуспех», loyalty awards russia, speed test awards. наша компания представлена в 566 населенных пунктах, у нас более 17000 сотрудников и 1500 новых клиентов каждый день! наши ценности : побеждать, ценить, радоваться, совершенствовать, отвечать за обязательства! в компании открыта позиция техник подключения установка wi-fi роутеров, приставок настройка клиентского оборудования прокладка кабеля от оборудования до квартиры клиента консультация клиентов отчётность желание развиваться в технической сфере (техническое образование будет вашим преимуществом) пунктуальность ответственное отношение к работе средняя оплата подключения 600-800 рублей, при выполнении 4 самых заявок в день минимальный уровень дохода составляет 28 000 в месяц, есть возможность зарабатывать больше частичная занятость в вечерние часы с 18 до 22 и в выходные дни по согласованию с руководителем (минимум 20 часов в неделю) официальное трудоустройство, белая заработная плата обучение возможность карьерного роста, в том числе, перехода на позицию сервисного инженера",техник подключения,Санкт-Петербург,28000.0,32000.0,ЭР-Телеком,2019-09-11T11:59:43+0300,noExperience,part,flexible,Клиентоориентированность|Точность и внимательность к деталям|Пользователь ПК|Настройка сетевых подключений
1208,1208,подключение абонентов; ведение отчетной документации; списание тмц.,график работы 2/2; корпоративная связь; топливная карта; рост и развитие внутри компании; техническая оснащенность.,опыт работы в аналогичной должности будет преимуществом; знание принципов работы оборудования шпд и ктв; опыт работы с utp кабелем; аккуратность и внимательность. все кандидаты рассматриваются по предварительному резюме. график работы 2/2; корпоративная связь; топливная карта; рост и развитие внутри компании; техническая оснащенность.,"ооо &quot;позитив телеком&quot; новый провайдер на рынке телекоммуникаций . мы предоставляем широкий спектр телекоммуникационных услуг: высокоскоростной доступ в интернет на базе новейших технологий частным и корпоративным клиентам, кабельное телевидение и iptv. мы приглашаем как квалифицированных специалистов, так и перспективных сотрудников, готовых к обучению. ждем вас в нашу команду! подключение абонентов; ведение отчетной документации; списание тмц. опыт работы в аналогичной должности будет преимуществом; знание принципов работы оборудования шпд и ктв; опыт работы с utp кабелем; аккуратность и внимательность. все кандидаты рассматриваются по предварительному резюме. график работы 2/2; корпоративная связь; топливная карта; рост и развитие внутри компании; техническая оснащенность.",техник подключения,Тюмень,35000.0,,Позитив Телеком,2019-10-10T08:35:05+0300,between1And3,full,shift,Настройка сетевых подключений|Монтаж оборудования|Техническое обслуживание|Системы видеонаблюдения
