,Unnamed: 0,responsibility,conditions,requirement,description,name,city,salary_from,salary_to,employer,published_at,experience,employment,schedule,key_skills
136,136,"оформление документов в соответствии с заданными требованиям, устранения опечаток, ошибок; внесение изменений в готовые документы, подготовка извещений на изменения; подготовка комплекта документов к проведению нормоконтроля; корректировка разработанных/оформленных документов по замечаниям проверяющих; разработка/участие в разработке конструкторских, эксплуатационных документов и другой технической документации (ту, пз, пм, рэ, им, руководств оператора, пояснительных записок и др.) в соответствии с гост (ескд).","оформление и условия работы в соответствии с тк рф; конкурентоспособная и стабильная заработная плата; стабильная компания и масштабные проекты; офис в шаговой доступности от метро пл. мужества, вело- и автопарковка; просторные кабинеты, комфортабельные рабочие места, комната отдыха; обучение за счет компании, корпоративная библиотека, профессиональный и карьерный рост; медицинское страхование: полис дмс, корпоративный врач; компенсация занятий спортом (бассейн, футбол, волейбол) настольный теннис в офисе; корпоративные праздники и выезды на природу.","высшее техническое образование; опыт работы с технической документацией, оформление и разработка в соответствии с гост (ескд); умение составлять хороший доходчивый технический текст, излагать материал последовательно, грамотно, подробно; опытный пользователь ms word (макросы); готовность работать с большим объемом информации.","оформление документов в соответствии с заданными требованиям, устранения опечаток, ошибок; внесение изменений в готовые документы, подготовка извещений на изменения; подготовка комплекта документов к проведению нормоконтроля; корректировка разработанных/оформленных документов по замечаниям проверяющих; разработка/участие в разработке конструкторских, эксплуатационных документов и другой технической документации (ту, пз, пм, рэ, им, руководств оператора, пояснительных записок и др.) в соответствии с гост (ескд). высшее техническое образование; опыт работы с технической документацией, оформление и разработка в соответствии с гост (ескд); умение составлять хороший доходчивый технический текст, излагать материал последовательно, грамотно, подробно; опытный пользователь ms word (макросы); готовность работать с большим объемом информации. будет плюсом: знание гост рв 15-й серии; умение читать чертежи и электрические схемы; оформление и условия работы в соответствии с тк рф; конкурентоспособная и стабильная заработная плата; стабильная компания и масштабные проекты; офис в шаговой доступности от метро пл. мужества, вело- и автопарковка; просторные кабинеты, комфортабельные рабочие места, комната отдыха; обучение за счет компании, корпоративная библиотека, профессиональный и карьерный рост; медицинское страхование: полис дмс, корпоративный врач; компенсация занятий спортом (бассейн, футбол, волейбол) настольный теннис в офисе; корпоративные праздники и выезды на природу.",инженер(техническийписатель),Санкт-Петербург,,,НИЦ СПб ЭТУ (Научно-инженерный центр Санкт-Петербургского электротехнического университета),2019-10-02T15:12:45+0300,between1And3,full,fullDay,
