,Unnamed: 0,responsibility,conditions,requirement,description,name,city,salary_from,salary_to,employer,published_at,experience,employment,schedule,key_skills
1073,1073,"разработка backend на yii2 и symphony, а именно: backend для мобильных приложений, api для личного кабинета клиента, написание скриптов для обработки данных, интеграция по api с внешними сервисами. собственный проект, никакой заказной разработки.","очень интересный проект и команда официальное оформление возможность релокации в сша отличный офис в 4 минутах от метро технологический институт комфортное рабочее пространство: хороший кофе, музыкальные инструменты, регулярные чемпионаты по quake и starcraft. гибкий график (плавающее начало дня) 100% оплачиваемые больничные и отпуска небольшая проектная команда (12 человек)",,"мы разрабатываем платформу с помощью которой, любой бизнес может создать для себя цифровую программу лояльности. с помощью getmeback бизнес может быстро запустить цифровую программу лояльности клиентов с собственным мобильным приложением, картами wallet и мощной аналитикой. разработка backend на yii2 и symphony, а именно: backend для мобильных приложений, api для личного кабинета клиента, написание скриптов для обработки данных, интеграция по api с внешними сервисами. собственный проект, никакой заказной разработки. основные требования: php (ооп), mysql опыт разработки на yii2, symfony git linux на уровне пользователя пожелания: умение базово настроить nginx и прочее рабочее окружение желателен опыт написания unit-тестов опыт разработки коробочных или saas решений будет плюсом очень интересный проект и команда официальное оформление возможность релокации в сша отличный офис в 4 минутах от метро технологический институт комфортное рабочее пространство: хороший кофе, музыкальные инструменты, регулярные чемпионаты по quake и starcraft. гибкий график (плавающее начало дня) 100% оплачиваемые больничные и отпуска небольшая проектная команда (12 человек)",php backend developer,Санкт-Петербург,110000.0,150000.0,GetMeBack Inc,2019-10-09T14:20:26+0300,between3And6,full,flexible,Git|MySQL|Yii|PHP|ООП|Symfony
