,Unnamed: 0,responsibility,conditions,requirement,description,name,city,salary_from,salary_to,employer,published_at,experience,employment,schedule,key_skills
974,974,"поддержка клиентов по техническим вопросом (телефон, почта) проверка работоспособности объектов охраны; программирование и активация систем охраны; дистанционное устранение неисправностей оборудования.",оформление по тк рф; комфортный офис в пешей доступности от станции метро &quot;звездная&quot;; обучение на время стажировки; сменный график работы 2/2. присоединяйтесь! мы по достоинству оценим ваш профессионализм!,"умение общаться грамотно по телефону с клиентами; желательно техническое образование; быть уверенным пользователем пк; грамотная речь, внимательность, стрессоустойчивость. вашим преимуществом будет: знание axapta; опыт работы с базами данных. оформление по тк рф; комфортный офис в пешей доступности от станции метро &quot;звездная&quot;; обучение на время стажировки; сменный график работы 2/2. присоединяйтесь! мы по достоинству оценим ваш профессионализм!","&quot;цезарь сателлит&quot; – ведущий оператор услуг пультовой охраны на федеральном уровне. &quot;цезарь сателлит&quot; — это стабильная, динамично - развивающаяся компания, лидер в области обеспечении безопасности личного и коммерческого автотранспорта, охрана и мониторинг объектов недвижимости. мы приглашаем в нашу команду &quot;технического специалиста центра поддержки&quot;: поддержка клиентов по техническим вопросом (телефон, почта) проверка работоспособности объектов охраны; программирование и активация систем охраны; дистанционное устранение неисправностей оборудования. умение общаться грамотно по телефону с клиентами; желательно техническое образование; быть уверенным пользователем пк; грамотная речь, внимательность, стрессоустойчивость. вашим преимуществом будет: знание axapta; опыт работы с базами данных. оформление по тк рф; комфортный офис в пешей доступности от станции метро &quot;звездная&quot;; обучение на время стажировки; сменный график работы 2/2. присоединяйтесь! мы по достоинству оценим ваш профессионализм!",ведущийспециалисттехническойподдержки,Санкт-Петербург,30000.0,35000.0,Цезарь Сателлит Северо-Запад,2019-10-09T10:31:19+0300,noExperience,full,shift,Консультирование клиентов|Ведение отчетности|Техническая поддержка|Пользователь ПК|Грамотная речь|Грамотность
