,Unnamed: 0,responsibility,conditions,requirement,description,name,city,salary_from,salary_to,employer,published_at,experience,employment,schedule,key_skills
581,581,,,,"veeam software - глобальный лидер в интеллектуальном управлении данными. мы - самая быстрорастущая частная компания в мире: ежегодный прирост 23% по квандранту гартнера. мы делаем так, чтобы компании различных масштабов и индустрий могли эффективно и беспрепятственно хранить, бэкапить и управлять большими объемами данных. нам доверяют такие гиганты, как l’oreal, pwc, volvo, gatwick, scania и др. в партнерстве с vmware и microsoft мы помогаем бизнесу становиться лучше. в дружную команду veeam мы ищем: inside sales associate . работа с территориями: великобритания и ирландия английский язык – b2 и выше желание развиваться в it-сфере амбициозность и целеустремленность, способность к быстрому обучению опыт работы не обязателен чем будешь заниматься: в начале ты пройдешь интенсивный образовательный курс от технических и бизнес-экспертов veeam, который позволит тебе быстро погрузиться в отрасль и понять особенности продуктовых решений veeam. а затем будешь: анализировать деятельность и it-инфраструктуру компаний общаться с корпоративными клиентами, выявляя их цели, текущие задачи и потребности по управлению данными консультировать клиентов о решениях veeam software, которые помогут им реализовать свои задачи по управлению данными формировать потенциально интересные портфели проектов для дальнейшей разработки активно работать с командой на вверенной территории и развивать потенциальных клиентов. что ты получишь: достойную заработную плату и бонусы по результатам работы современный офис с кухней, фруктами, сладостями и большим выбором чая/кофе каждый день молодую, дружную команду и наставника, к которому ты сможешь обращаться по любым вопросам, а также программу адаптации для новичков экспертизу в отраслевых ит-инфраструктурах расширенный нетворкинг с ключевыми лицами компаний различных отраслей ежедневное общение на иностранном языке условия для развития жизненно важных навыков: работы в команде, построения бизнес-отношений и эффективной коммуникации прозрачный план карьерного развития 15 клубов по интересам: спортивные, интеллектуальные, социальные компенсацию фитнеса и курсов иностранных языков дополнительные денежные выплаты к важным событиям (свадьба, рождение детей) корпоративные мероприятия и тимбилдинги электронную корпоративную библиотеку миф и обучающий портал с бесплатными курсами по любой тематике официальное трудоустройство и достойный доход, дмс с первого дня работы. оплачиваемые отпуска и больничные.",insidesalesassociatewithenglishlanguage,Санкт-Петербург,,,Veeam Software,2019-09-30T16:57:57+0300,noExperience,full,fullDay,Английский язык|Коммуникативные навыки
