,Unnamed: 0,responsibility,conditions,requirement,description,name,city,salary_from,salary_to,employer,published_at,experience,employment,schedule,key_skills
1218,1218,,,,"в компанию занимающуюся ремонтом компьютерной техники, требуется мастер для выезда к клиентам на дом. отличная работа для тех, кто разбирается в компьютерах/ноутбуках. требования:- умение разбирать и собирать компьютерную технику; - чистить от пыли, менять термоинтерфейс; - знание операционной системы семейства windows, macos, linux; - умение настраивать роутеры на работу с несколькими устройствами по wi-fi; обязанности:- выезд к постоянным и разовым клиентам; - выявление и устранение неисправности в компьютерах, ноутбуках и офисной технике; - умение устранять вирусы в компьютерах ; - настройка сетевого оборудования интернет, wi-fi, adsl; - знание комплектующих компьютерной техники. условия:- график работы 5 дней в неделю; - выплаты ежедневные -официальное трудоустройство",мастер по ремонту компьютеров,Тюмень,50000.0,85000.0,Юнита,2019-09-17T14:33:54+0300,noExperience,full,fullDay,
