,Unnamed: 0,responsibility,conditions,requirement,description,name,city,salary_from,salary_to,employer,published_at,experience,employment,schedule,key_skills
511,511,"проведение бизнес и системного анализа задач, фиксирование результатов в базе знаний; проработка пользовательских сценариев, клиентского пути; постановка и ведение задач в рамках цикла разработки мобильного банка; контроль прохождения всего цикла задачи от постановки до внедрения в продакшен; анализ исследований по теме удобства мобильных банков; ведение договоров с подрядчиками при проведении работ (заказ аналитических исследований и т.п.) активное общение с заказчиками, выстраивание и поддержание сотрудничества между отдельными людьми, командами и бизнес-подразделениями.","работа в крупнейшем региональном банке г. санкт-петербурга, в уникальном современном здании на малой охте; решение перспективных задач на уровне головного банка; система карьерного роста; возможность профессионального развития; социальный пакет.","опыт работы с мобильными приложениями будет вашим преимуществом; навыки системного анализа и формализации результатов обследования предметной области; использования методик проектирования и разработки информационных систем; опыт подготовки проектной документации по разработке программного обеспечения; разработки функциональных требований; знания основ программирования; умение собирать требования и выявлять заинтересованных лиц; опыт написания пользовательских сценариев. soft skills: дипломатичность и тактичность в общении, внимательность к деталям, высокий уровень ответственности и самоорганизованности. работа в крупнейшем региональном банке г. санкт-петербурга, в уникальном современном здании на малой охте; решение перспективных задач на уровне головного банка; система карьерного роста; возможность профессионального развития; социальный пакет.","дружная команда диджитал ищет инициативного, командного системного аналитика с желанием сделать мобильный банк лучшим в россии. проведение бизнес и системного анализа задач, фиксирование результатов в базе знаний; проработка пользовательских сценариев, клиентского пути; постановка и ведение задач в рамках цикла разработки мобильного банка; контроль прохождения всего цикла задачи от постановки до внедрения в продакшен; анализ исследований по теме удобства мобильных банков; ведение договоров с подрядчиками при проведении работ (заказ аналитических исследований и т.п.) активное общение с заказчиками, выстраивание и поддержание сотрудничества между отдельными людьми, командами и бизнес-подразделениями. опыт работы с мобильными приложениями будет вашим преимуществом; навыки системного анализа и формализации результатов обследования предметной области; использования методик проектирования и разработки информационных систем; опыт подготовки проектной документации по разработке программного обеспечения; разработки функциональных требований; знания основ программирования; умение собирать требования и выявлять заинтересованных лиц; опыт написания пользовательских сценариев. soft skills: дипломатичность и тактичность в общении, внимательность к деталям, высокий уровень ответственности и самоорганизованности. работа в крупнейшем региональном банке г. санкт-петербурга, в уникальном современном здании на малой охте; решение перспективных задач на уровне головного банка; система карьерного роста; возможность профессионального развития; социальный пакет.",системныйбизнесаналитик(мобильныйбанк),Санкт-Петербург,,,Банк Санкт-Петербург,2019-09-18T15:51:52+0300,between1And3,full,fullDay,Аналитические исследования|Системный анализ|Бизнес-анализ|Работа в команде|Разработка проектной документации
