,Unnamed: 0,responsibility,conditions,requirement,description,name,city,salary_from,salary_to,employer,published_at,experience,employment,schedule,key_skills
955,955,"выполнение монтажно-высотных работ, на зданиях и антенно-мачтовых сооружениях с использованием методов промышленного альпинизма. технические обследования на высотных сооружениях совместно с инженерным составом группы. подготовка инженерно-технических решений, по монтажу оборудования. проведение планово профилактических работ по оборудованию, установленному на высотных и антенно-мачтовых сооружениях. установка, демонтаж и перенос оборудование радиодоступа на высотных сооружениях (монтаж металлоконструкций, прокладка кабельных трасс, установка и юстировка различного радиооборудования).","работа в крупной стабильной компании достойный уровень заработной платы официальное оформление в штат компании с первого дня работы и полностью «белая» заработная плата дмс и страхование жизни компенсация мобильной связи мегафон частичная компенсация любого фитнес-абонемента и возможность участия в различных корпоративных спортивных секциях, командах и состязаниях график работы: 5/2","высшее или средне-специальное образование опыт монтажно-высотных работ, по установке и обслуживанию радиооборудования работа в крупной стабильной компании достойный уровень заработной платы официальное оформление в штат компании с первого дня работы и полностью «белая» заработная плата дмс и страхование жизни компенсация мобильной связи мегафон частичная компенсация любого фитнес-абонемента и возможность участия в различных корпоративных спортивных секциях, командах и состязаниях график работы: 5/2","выполнение монтажно-высотных работ, на зданиях и антенно-мачтовых сооружениях с использованием методов промышленного альпинизма. технические обследования на высотных сооружениях совместно с инженерным составом группы. подготовка инженерно-технических решений, по монтажу оборудования. проведение планово профилактических работ по оборудованию, установленному на высотных и антенно-мачтовых сооружениях. установка, демонтаж и перенос оборудование радиодоступа на высотных сооружениях (монтаж металлоконструкций, прокладка кабельных трасс, установка и юстировка различного радиооборудования). высшее или средне-специальное образование опыт монтажно-высотных работ, по установке и обслуживанию радиооборудования работа в крупной стабильной компании достойный уровень заработной платы официальное оформление в штат компании с первого дня работы и полностью «белая» заработная плата дмс и страхование жизни компенсация мобильной связи мегафон частичная компенсация любого фитнес-абонемента и возможность участия в различных корпоративных спортивных секциях, командах и состязаниях график работы: 5/2",инженер по эксплуатации фиксированных радиосетей,Санкт-Петербург,,,МегаФон,2019-10-07T09:53:08+0300,between1And3,full,fullDay,Монтаж оборудования|Производство строительно-монтажных работ|Монтаж инженерных систем
