,Unnamed: 0,responsibility,conditions,requirement,description,name,city,salary_from,salary_to,employer,published_at,experience,employment,schedule,key_skills
394,394,"развитие структуры портала определение перспективных направлений и их разработка взаимодействие с дизайнерами и программистами, постановка задач анализ конкурентной среды активное продвижение портала управление продажами участие в отраслевых pr-мероприятиях организация и проведение собственных pr-мероприятий разработка и проведение рекламных мероприятий определение ценовой политики и создание утп согласование и постановка задач смежным подразделениям","достойная заработная плата оформление по тк рф молодая, сильная и слаженная команда гарантированный карьерный рост успешного кандидата","профильное образование успешный опыт работы по профилю опыт управления проектами в интернете знание инструментов pr и маркетинга, рекламы отличные коммуникативные навыки и навыки делового общения аналитические способности умение работать с большим объемом данных умение работать в команде свободный английский язык будет преимуществом достойная заработная плата оформление по тк рф молодая, сильная и слаженная команда гарантированный карьерный рост успешного кандидата","proturizm.club - информационно-развлекательный портал, посвященный активному отдыху, путешествиям и туризму. требуется заместитель директора/менеджер по развитию портала. с опытом работы на аналогичной позиции, с высокой корпоративной культурой и работоспособностью. развитие структуры портала определение перспективных направлений и их разработка взаимодействие с дизайнерами и программистами, постановка задач анализ конкурентной среды активное продвижение портала управление продажами участие в отраслевых pr-мероприятиях организация и проведение собственных pr-мероприятий разработка и проведение рекламных мероприятий определение ценовой политики и создание утп согласование и постановка задач смежным подразделениям профильное образование успешный опыт работы по профилю опыт управления проектами в интернете знание инструментов pr и маркетинга, рекламы отличные коммуникативные навыки и навыки делового общения аналитические способности умение работать с большим объемом данных умение работать в команде свободный английский язык будет преимуществом достойная заработная плата оформление по тк рф молодая, сильная и слаженная команда гарантированный карьерный рост успешного кандидата",pr-менеджерменеджерпроектазаместительдиректорапоразвитию,Санкт-Петербург,60000.0,,Про Туризм,2019-10-01T12:45:18+0300,between3And6,full,fullDay,Интернет-реклама|Продвижение бренда|Деловое общение|Деловая коммуникация|Аналитическое мышление|Анализ данных|Product Promotion|Маркетинг|Управление персоналом|Управление интернет-ресурсами|Управление продажами|Работа в команде|Развитие продаж|Поиск и привлечение клиентов|Ведение переговоров
