,Unnamed: 0,responsibility,conditions,requirement,description,name,city,salary_from,salary_to,employer,published_at,experience,employment,schedule,key_skills
1239,1239,"обеспечение бесперебойной работы систем инженерно-технического обеспечения технических помещений компании на площадке в г. тюмень организация и контроль работы системы резервного копирования компании. анализ перспективных направлений развития информационно-коммуникационных технологий, информационно-технических средств, сетей и средств телекоммуникаций, а также разработка предложений по их применению в деятельности компании в пределах компетенции направления. управление проектами по созданию ит-систем. разработка перспективных и текущих планов развития и модернизации ит-систем компании. планирование и исполнение бюджета в части ит-систем. разработка технических заданий и гражданско-правовых договоров на поставку товаров, оказание услуг, выполнение работ в части ит-систем. организация работ по внедрению современных информационно-коммуникационных технологий и технических средств в компании в пределах компетенции направления. организация работ по апробации новых образцов оборудования и технических решений в пределах компетенции направления. ведение технической и эксплуатационной документации по используемому оборудованию и сервисам в пределах компетенции направления. взаимодействие с внешними поставщиками.",,"наличие опыта работы с серверным оборудованием, системами хранения данных и активными сетевым оборудованием ведущих производителей. знания и навыки администрирования: серверных операционных систем (microsoft windows, linux) и сопутствующих сервисов, баз данных, почтовых серверов, платформ виртуализации (microsoft hyper-v, vmware vsphere), систем мониторинга сетевого оборудования и управления ит-инфраструктурой; сетевых технологий и протоколов; методов защиты информации, а также опыт внедрения и использования систем информационной безопасности (средства защиты от нсд, системы мсэ, dlp-системы, системы антивирусной защиты). опыт работы с системами резервного копирования","обеспечение бесперебойной работы систем инженерно-технического обеспечения технических помещений компании на площадке в г. тюмень организация и контроль работы системы резервного копирования компании. анализ перспективных направлений развития информационно-коммуникационных технологий, информационно-технических средств, сетей и средств телекоммуникаций, а также разработка предложений по их применению в деятельности компании в пределах компетенции направления. управление проектами по созданию ит-систем. разработка перспективных и текущих планов развития и модернизации ит-систем компании. планирование и исполнение бюджета в части ит-систем. разработка технических заданий и гражданско-правовых договоров на поставку товаров, оказание услуг, выполнение работ в части ит-систем. организация работ по внедрению современных информационно-коммуникационных технологий и технических средств в компании в пределах компетенции направления. организация работ по апробации новых образцов оборудования и технических решений в пределах компетенции направления. ведение технической и эксплуатационной документации по используемому оборудованию и сервисам в пределах компетенции направления. взаимодействие с внешними поставщиками. наличие опыта работы с серверным оборудованием, системами хранения данных и активными сетевым оборудованием ведущих производителей. знания и навыки администрирования: серверных операционных систем (microsoft windows, linux) и сопутствующих сервисов, баз данных, почтовых серверов, платформ виртуализации (microsoft hyper-v, vmware vsphere), систем мониторинга сетевого оборудования и управления ит-инфраструктурой; сетевых технологий и протоколов; методов защиты информации, а также опыт внедрения и использования систем информационной безопасности (средства защиты от нсд, системы мсэ, dlp-системы, системы антивирусной защиты). опыт работы с системами резервного копирования мы предлагаем: работу в стабильной, динамично развивающейся компании; перспективу профессионального роста, возможность обучения; дмс, страхование жизни; годовой бонус по результатам деятельности; уровень заработной платы обсуждается по итогам собеседования.",главныйспециалистотделапоуправлениюобслуживанием[id16891],Тюмень,,,Газпром нефть,2019-10-08T07:48:44+0300,between3And6,full,fullDay,VMware|Linux|Microsoft Windows|Hyper-V|Управление бюджетом|Информационная безопасность
