,Unnamed: 0,responsibility,conditions,requirement,description,name,city,salary_from,salary_to,employer,published_at,experience,employment,schedule,key_skills
1104,1104,"разработка программ, материалов курса (лекции, контрольные тесты и задания, видеолекции, вебинары), выкладка материалов на платформу moodle с защитой авторских прав (дистанционный формат), помощь в составлении учебно-методического комплекса по программам, курирование (консультирование) слушателей обучающихся по данному направлению.","частичная занятость, удаленная работа, совмещение с основным местом работы, работа по гражданско-правовому договору.","наличие высшего профильного образования, опыт работы на производстве по тематике курса, хорошие коммуникативные навыки, грамотная устная и письменная речь, преподавательский опыт или опыт подготовки лекционных/теоретических материалов будет плюсом. частичная занятость, удаленная работа, совмещение с основным местом работы, работа по гражданско-правовому договору.","разработка программ, материалов курса (лекции, контрольные тесты и задания, видеолекции, вебинары), выкладка материалов на платформу moodle с защитой авторских прав (дистанционный формат), помощь в составлении учебно-методического комплекса по программам, курирование (консультирование) слушателей обучающихся по данному направлению. наличие высшего профильного образования, опыт работы на производстве по тематике курса, хорошие коммуникативные навыки, грамотная устная и письменная речь, преподавательский опыт или опыт подготовки лекционных/теоретических материалов будет плюсом. частичная занятость, удаленная работа, совмещение с основным местом работы, работа по гражданско-правовому договору.","преподаватель дистанционного курса ""автоматизация технологических процессов и производств""",Тюмень,40000.0,60000.0,Международный институт дополнительного образования,2019-10-08T14:19:44+0300,moreThan6,project,remote,Преподаватель|Автоматизация|Информационные технологии|Автоматизация технологических процессов
