,Unnamed: 0,responsibility,conditions,requirement,description,name,city,salary_from,salary_to,employer,published_at,experience,employment,schedule,key_skills
65,65,,,,"наша компания занимается развитием своей платформы по монетизации мобильных приложений за счет показа в них рекламы. мы приглашаем в нашу дружную команду хорошего человека, который будет отвечать за qa продукта. задачи сотрудника: тестирование и qa бэкенда нашей платформы (новых фич, функционала, интеграций с новыми внешними партнерами); использование как &quot;ручного&quot; тестирования, так и автотестов; написание автотестов (если у вас нет большого в этом опыта, но вы хотите научиться, у нас у вас будет для этого возможность). необходимый бэкграунд: опыт тестирования серверных приложений от 1 года; базовые знания java; умение работать c postman или аналогичным инструментарием; навык составления документации для тестирования (тест-кейсов, чек-листов); умение работать с логами; опыт работы с бд (postgres и пр); опыт работы с баг-трекинговыми системами (jira); опыт работы с web devtools (отладка веб приложений); умение грамотно описывать баги; опыт использование систем контроля версий (git), хотя бы на начальном уровне; понимание процесса разработки и жизненного цикла по; будем плюсом: знание bash опыт работы с jenkins, опыт работы с selenium clickhouse, superset; опыт автоматизированного тестирования web и серверных приложений; опыт нагрузочного тестирования понимание протоколов (http/https) и инфраструктуры интернета (dns,proxy,web servers etc). компания готова предложить: оклад 75-80 тыс. руб. на руки; + оплата обедов; + дмс + стоматология; возможность реализовывать себя и постоянно развиваться, изучая и используя новые технологии; есть часы, когда необходимо быть в офисе (с 12 до 18), остальное рабочее время можно подстраивать под себя. отличный офис на петроградской стороне у метро &quot;чкаловская&quot;. в офисе имеется открытая панорамная терраса с потрясающим видом на питер. также в офисе имеется выделенная зона отдыха, где есть кофе с печеньем, фрукты и бутерброды + небольшой турник; регулярные бонусы; лояльное и адекватное руководство. у нас реально позитивно и комфортно работать! это одно из явных преимуществ, о котором говорят все пришедшие к нам сотрудники.",тестировщикqaспециалист(платформапомонетизациимобильныхприложений),Санкт-Петербург,75000.0,80000.0,Orbis Tertius,2019-09-12T12:43:23+0300,between1And3,full,fullDay,Git|Atlassian Jira|Java|HTML|JUnit
