,Unnamed: 0,responsibility,conditions,requirement,description,name,city,salary_from,salary_to,employer,published_at,experience,employment,schedule,key_skills
198,198,"- поддержка и развитие crm-системы компании; - реализация нового функционала, исправление ошибок, рефакторинг и документирование кода; - освоение бизнес-процессов компании параллельно с повышением своего профессионального уровня.",,- опыт работы в ide delphi не менее двух лет; - опыт работы с чужим кодом; - энтузиазм и желание учиться и профессионально развиваться.,"приглашаем начинающих разработчиков delphi, желающих достигнуть уровня middle в кратчайшие сроки. - поддержка и развитие crm-системы компании; - реализация нового функционала, исправление ошибок, рефакторинг и документирование кода; - освоение бизнес-процессов компании параллельно с повышением своего профессионального уровня. - опыт работы в ide delphi не менее двух лет; - опыт работы с чужим кодом; - энтузиазм и желание учиться и профессионально развиваться. вашим преимуществом будет: - опыт работы с реляционными субд; (ansi sql-99, лучше t-sql); - приветствуется опыт разработки многопоточных приложений; - приветствуются знания в областях ip-телефонии, rest api. мы предлагаем: - все возможности для быстрого развития до уровня middle: много работы с чужим кодом, различные сторонние компоненты, широкий спектр технологий, помощь старших коллег; - дружный коллектив; - офис в шаговой доступности от ст. м. петроградская/чкаловская; - гибкий график работы; - достойную заработную плату по результатам собеседования и рост в зависимости от скорости обучения, официальное трудоустройство; - компенсация питания и дмс; - скидка на покупку деталей и ремонт автомобиля в сервисах евроавто.",разработчик delphi (junior),Санкт-Петербург,50000.0,,ЕВРОАВТО,2019-09-12T15:35:00+0300,between1And3,full,fullDay,
