,Unnamed: 0,responsibility,conditions,requirement,description,name,city,salary_from,salary_to,employer,published_at,experience,employment,schedule,key_skills
879,879,"тестирование игрового по (клиент, сервер, api); написание тест-кейсов, подготовка тестовых данных; взаимодействие со всеми участниками процесса разработки; участие в автоматизации тестирования на проекте.","работа в известнейшей российской интернет-компании; интересные задачи и возможность профессионально развиваться; профессиональный и доброжелательный коллектив; оформление в соответствии с нормами трудового законодательства; дмс с первых дней работы; комфортабельный офис недалеко от м. «пл. александра невского», где есть парковка, кухня со снеками, фруктами и, конечно, печеньками.","опыт работы в должности qa-специалиста или тестировщика — от 1 года; опыт тестирования игр; опыт тестирования по для мобильных платформ (ios, android); опыт работы с форматами данных json и xml.","mail.ru group — абсолютный лидер рунета в сфере онлайн-коммуникаций и развлечений. мы ищем сотрудников в одну из крупнейших студий игрового направления компании — studio nord. команда студии выпустила hustle castle, который занял ведущую позицию среди мобильных игровых проектов. она же создала успешные разработки iron desert, might and glory, jungle heat и др. если вы хотите создавать хиты в studio nord и знаете, как устроена игровая индустрия изнутри, ждем ваш отклик на вакансию! тестирование игрового по (клиент, сервер, api); написание тест-кейсов, подготовка тестовых данных; взаимодействие со всеми участниками процесса разработки; участие в автоматизации тестирования на проекте. опыт работы в должности qa-специалиста или тестировщика — от 1 года; опыт тестирования игр; опыт тестирования по для мобильных платформ (ios, android); опыт работы с форматами данных json и xml. будет плюсом: навыки программирования на java или c++; знание одного и более скриптовых языков программирования; опыт участия в закрытых и открытых бета-тестах игр. работа в известнейшей российской интернет-компании; интересные задачи и возможность профессионально развиваться; профессиональный и доброжелательный коллектив; оформление в соответствии с нормами трудового законодательства; дмс с первых дней работы; комфортабельный офис недалеко от м. «пл. александра невского», где есть парковка, кухня со снеками, фруктами и, конечно, печеньками.",специалист по тестированию (hustle castle),Санкт-Петербург,,,Mail.Ru Group,2019-10-02T12:44:42+0300,between1And3,full,fullDay,QA|iOS|Android|Тестирование
