,Unnamed: 0,responsibility,conditions,requirement,description,name,city,salary_from,salary_to,employer,published_at,experience,employment,schedule,key_skills
1053,1053,,,,"команда analytics разрабатывает множество аналитических сервисов, обрабатывающих огромные объемы данных в режиме реального времени. это отказоустойчивая low latency система с микросервисной архитектурой, работающая в режиме 24/7 с уровнем доступности 99,999%. сейчас мы ищем увлеченных профессионалов в нашу команду, которые будет расширять базовые части системы analytics, писать отказоустойчивые и масштабируемые сервисы для нового функционала, проектировать api. в стек технологий входят scala, react.js, apache kafka, docker, kubernetes, prometheus, grpc. сервис базируется в google cloud. вам предстоит: активно участвовать в проекте на этапах проектирования, разработки, тестирования, деплоймента и сопровождения. проектировать и реализовывать деплоймент сценарии, разворачивать продукт на lab, stage и pro окружениях. проектировать мониторинг метрики и дашборды. отслеживать и поддерживать доступность сервиса. развивать инструментарий по автоматическому развертыванию сервиса, его мониторинга, сбора и анализа ошибок в логах. настраивать ci/cd процесс (lab, stage, pro; запуск автотестов, обновление системы, анализ метрик и логов, откат на предыдущую версию). принимать участие в нефункциональном тестировании - системном, на отказ и восстановление, взаимодействия, конфигурационном, операционном. наши ожидания: глубокие знания и опыт работы с linux. базовое знание сети. понимание принципов отказоустойчивости и особенностей эксплуатации высокодоступных систем. будет плюсом: опыт автоматизации ci/cd. опыт работы с google cloud, docker, kubernetes знание terraform. опыт работы c gitlab ci/cd. понимание тонкостей настройки jvm. опыт администрирования nginx. мы предлагаем: индексируемую заработную плату. 100% оплату больничного. отпуск 28 календарных дней, оплачиваемый 100% в соответствии с текущей ставкой. медицинское сопровождение (дмс, офисный врач, стоматология). корпоративные обучающие программы, курсы английского языка. широкие возможности для самореализации, профессионального и карьерного роста. возможность командировок и дальнейшей работы в зарубежных представительствах компании (в т.ч. h1-b сша, филиппины, китай). комфортные условия работы, современный бизнес-центр, удобные кресла, велопарковку, оборудованные кухни, чай, кофе, прохладительные напитки и сладости. корпоративные праздники, выезды, спорт. офис в 15-ти минутах ходьбы от метро. иногородним кандидатам предоставляется relocation bonus и помощь в поиске жилья в санкт-петербурге.",devops engineer (analytics),Санкт-Петербург,,,DINO Systems,2019-09-20T18:26:55+0300,between1And3,full,fullDay,
