,Unnamed: 0,responsibility,conditions,requirement,description,name,city,salary_from,salary_to,employer,published_at,experience,employment,schedule,key_skills
679,679,подготовка технических решений; выполнение смр и пнр по системам автоматизации; реализация систем локальной автоматизации; программирование контроллеров локальных систем автоматизации; разработка и настройка scada систем,,"опыт работы - не менее 5-ти лет; знание языков программирования iec 1131-3; знание технологических процессов в управлении систем электроснабжения, вентиляции, отопления, итп, холодоснабжения, котельных; опыт самостоятельной реализации и сдачи объектов; знание autocad, программ пакета microsoft office.","в дочерней компании пао &quot;газпром нефть&quot; в проектно-техническом управлении открыта позиция инженера - проектировщика. подготовка технических решений; выполнение смр и пнр по системам автоматизации; реализация систем локальной автоматизации; программирование контроллеров локальных систем автоматизации; разработка и настройка scada систем опыт работы - не менее 5-ти лет; знание языков программирования iec 1131-3; знание технологических процессов в управлении систем электроснабжения, вентиляции, отопления, итп, холодоснабжения, котельных; опыт самостоятельной реализации и сдачи объектов; знание autocad, программ пакета microsoft office. мы предлагаем: работу в стабильной, динамично развивающейся компании; перспективу профессионального роста, возможность обучения; дмс, страхование жизни; годовой бонус по результатам деятельности; уровень заработной платы обсуждается по итогам собеседования.",инженер по автоматике [id13506],Санкт-Петербург,,,Газпром нефть,2019-09-18T09:11:23+0300,between3And6,full,fullDay,AutoCAD|SCAD|Проектирование|Инженерные системы|MS Visio
