,Unnamed: 0,responsibility,conditions,requirement,description,name,city,salary_from,salary_to,employer,published_at,experience,employment,schedule,key_skills
452,452,,,,"привет, мы - небольшая команда, делаем программы лояльности под ключ, работаем в тихом офисе в шаговой доступности от метро владимирская/достоевская. ежемесячно нашими продуктами пользуются более 250 тысяч пользователей, доля мобайла среди них составляет ~10%, с твоим приходом в нашу команду мы сможем растить этот показатель. что нужно будет делать: работать в частично-распределенной команде: разработчики, ux/дизайнер(ы), qa, саппорт; разрабатывать собственный продукт для массового рынка, проект написан на mvvm + reactiveswift + coordinators; работать над внедрением нового дизайна (уже внедряем третью версию визуала, со временем наверняка изобретем четвертую как минимум); работать над задачами разного масштаба: от мажорных фич до минорных улучшений. что мы ожидаем: опыт работы в коммерческой разработке программного обеспечения от полугода ; способность решать задачи под ключ; чаще всего речь будет идти не просто о закрытии тикета; большинство задач, стоящих перед командой решаются не только чистым кодом, но и сотрудничеством с коллегами; умение договариваться с коллегами и искать оптимальные способы достижения целей; опыт разработки на ios от года; уверенное знание ios sdk (foundation, uikit); опыт работы с mvvm + reactiveswift/rxswift будет твоим преимуществом, git; сеть (структура запроса, json, rest); английский как минимум на уровне чтения документации, we are very welcome fluent english colleagues. желание повышать свой профессиональный уровень, учиться и развиваться. будет круто, если у тебя есть: знание solid, паттернов, moya, coredata; опыт работы с push-уведомлениями, геосервисами и другими нативными для ios функциями. что даем взамен: адекватное отношение, помощь коллег, сопричастность в работе над продуктом; свободу в принятии решений, касающихся твоей работы; коллегиальный метод принятия решений, влияющих на работу коллег; опыт работы в многокомпонентном продукте, развитие, при наличии желания - проба пера в смежных направлениях работы над продуктом; молодой дружный коллектив, уютный офис в 5 минутах от метро достоевская; хорошее техническое оснащение и условия работы; гибкий график начала рабочего дня; безлимитный вкусный кофе/чай, турник, игровая; обсуждаемую при встрече оплату, отпуск по тк, полностью оплачиваемый больничный; возможность карьерного, профессионального, личностного роста. пожалуйста, откликаясь на вакансию, напиши в сопроводительном письме 2-3 варианта удобных тебе для встречи в ближайшие дни.",разработчик ios,Санкт-Петербург,,,Группа компаний BMSGroup,2019-10-09T11:04:33+0300,between1And3,full,fullDay,
