,Unnamed: 0,responsibility,conditions,requirement,description,name,city,salary_from,salary_to,employer,published_at,experience,employment,schedule,key_skills
193,193,"продвижение и продажа высокотехнологичного оборудования подготовка технико-коммерческих предложений и их реализация совместно с заказчиком проведение маркетинговых мероприятий (выставки,семинары)","белая заработная плата (оплата больничных и отпусков) высокая бонусная схема корпоративный мобильный телефон корпоративный ноутбук корпоративный чай,кофе корпоративные курсы английского языка корпоративные тренинги и семинары за границей","высшее техническое образование хороший разговорный английский язык опыт продаж и ведения переговоров с заказчиком готовность обучаться и развиваться вместе с компанией белая заработная плата (оплата больничных и отпусков) высокая бонусная схема корпоративный мобильный телефон корпоративный ноутбук корпоративный чай,кофе корпоративные курсы английского языка корпоративные тренинги и семинары за границей","продвижение и продажа высокотехнологичного оборудования подготовка технико-коммерческих предложений и их реализация совместно с заказчиком проведение маркетинговых мероприятий (выставки,семинары) высшее техническое образование хороший разговорный английский язык опыт продаж и ведения переговоров с заказчиком готовность обучаться и развиваться вместе с компанией белая заработная плата (оплата больничных и отпусков) высокая бонусная схема корпоративный мобильный телефон корпоративный ноутбук корпоративный чай,кофе корпоративные курсы английского языка корпоративные тренинги и семинары за границей","менеджер по продажам технических проектов, санкт петербург",Санкт-Петербург,80000.0,,Новые Компоненты и Технологии,2019-10-09T11:02:33+0300,between1And3,full,fullDay,Работа на выставках|Английский язык|Подготовка коммерческих предложений|Активные продажи|Холодные продажи|Управление продажами|Управление проектами|Управление отношениями с клиентами|B2B Продажи|Развитие продаж|Планирование продаж
