,Unnamed: 0,responsibility,conditions,requirement,description,name,city,salary_from,salary_to,employer,published_at,experience,employment,schedule,key_skills
1312,1312,,,,"диалог ит – одна из компаний-лидеров в области автоматизации бизнес-процессов на платформе 1с. в связи с расширением портфеля проектов, мы ищем к себе в команду ведущего разработчика/разработчика 1с в департамент корпоративных проектов. что тебе предстоит: решать серьезные и масштабные задачи на проектах внедрения в компаниях федерального уровня; разбирать и оценивать требования для реализации поставленных задач; программировать по техническому заданию; консультировать аналитиков по архитектуре информационных систем на этапах обследования, анализа и моделирования; помогать аналитикам в построении оптимального решения разрабатываемой архитектуры информационной системы на этапе разработки технического задания. нам важно: опыт программирования на 1с от 2 лет; отличное знание платформы 1с:предприятие 8 на уровне разработчика; хорошее знание одной или нескольких типовых конфигураций: упп, erp, бп, зуп, ут, ка; умение дать экспертную оценку по технической структуре продукта. преимущества работы у нас: команда: дружная и экспертная, объединенная общей миссией и ценностями; загрузка: стабильная на крупных и масштабных проектах; зарплата: «белая», достойный оклад + премии за результативность + надбавка за новые сертификаты 1с; профессиональный рост: доступ к корпоративной библиотеке 1с, получение сертификатов 1с за счет компании; карьерный рост – реален, зависит от совершенствования твоих компетенций; оформление: официальное, отпуск 28 календарных дней, оплачиваемые больничные, дмс после года работы; график: можешь работать в офисе или удаленно из дома, 8-ми часовой гибкий рабочий день; бонусы : вкусняшки по пятницам, летние и зимние выезды, безлимитный кофе, свежий чай и позитивная атмосфера. мы находимся в санкт-петербурге и рассматриваем кандидатов на удаленную занятость или готовых к релокации.",ведущий разработчик разработчик 1с,Тюмень,,,Диалог Информационные Технологии,2019-10-10T14:27:53+0300,between1And3,full,remote,
