,Unnamed: 0,responsibility,conditions,requirement,description,name,city,salary_from,salary_to,employer,published_at,experience,employment,schedule,key_skills
189,189,"развитие отношений с ключевыми клиентами в канале e-commerce (интернет-ритейлеры); участие в переговорах; согласование коммерческих условий; запуск новинок, промо-акций, контроль ассортимента; контроль достижения коммерческих целей.",официальное оформление; оклад + бонус; дмс; предоставляется корпоративный автомобиль.,"опыт продаж в канале e-commerce; понимание специфики работы интернет-ритейлеров; активность, готовность предлагать новые идеи, способность убеждать; английский язык (на уровне чтения и понимания). официальное оформление; оклад + бонус; дмс; предоставляется корпоративный автомобиль.","международная компания приглашает менеджера по работе с ключевыми клиентами (направление e-commerce) развитие отношений с ключевыми клиентами в канале e-commerce (интернет-ритейлеры); участие в переговорах; согласование коммерческих условий; запуск новинок, промо-акций, контроль ассортимента; контроль достижения коммерческих целей. опыт продаж в канале e-commerce; понимание специфики работы интернет-ритейлеров; активность, готовность предлагать новые идеи, способность убеждать; английский язык (на уровне чтения и понимания). официальное оформление; оклад + бонус; дмс; предоставляется корпоративный автомобиль.",keyaccountmanagerменеджерпоработесключевымиклиентами(e-commerce),Санкт-Петербург,100000.0,,BARONA,2019-10-07T17:03:44+0300,between3And6,full,fullDay,
