,Unnamed: 0,responsibility,conditions,requirement,description,name,city,salary_from,salary_to,employer,published_at,experience,employment,schedule,key_skills
181,181,,,,"в devops- команду по разработке автоматической системы установки и конфигурирования программных сред открыта вакансия internqa automation engineer. конечными пользователями системы являются разработчики, qa инженеры, системные администраторы, обслуживающие продакшн, как в public (aws, gcp), так и в private cloud. текущая нагрузка системы: 1100 + пользователей, 20000+ серверов и docker-контейнеров, 4000+ деплойментов в день. вам предстоит: познакомиться с различными компонентами нашей системы; научиться анализировать результаты тестирования; разработка тест-кейсов и сценариев тестирований; освоить уже написанные автоматические тесты и придумать новые. наши ожидания от кандидатов: знакомство с unix/linux и windows на уровне пользователя; хорошие аналитические способности; базовые знания java; ясный ум, навыки обучения. успешные кандидаты узнают, как: проводить функциональное тестирование; организовать непрерывный процесс тестирования; анализировать результаты запусков тестов; написать автоматизированные тесты на java. мы предлагаем: гибкий график работы (не менее 30 часов в неделю). широкие возможности для самореализации, профессионального и карьерного роста. новейшие технологии, интересные и сложные задачи, работа в команде профессионалов. трудоустройство и выплата заработной платы осуществляются в соответствии с трудовым кодексом. 100% оплата больничного. медицинское сопровождение (дмс, офисный врач, стоматология). комфортные условия работы, современный бизнес-центр, удобные кресла, велопарковка, оборудованные кухни, чай, кофе, прохладительные напитки и сладости. корпоративные праздники, выезды, спорт. офис в 10-ти минутах ходьбы от метро.",intern qa automation engineer,Санкт-Петербург,,,DINO Systems,2019-10-08T12:44:27+0300,noExperience,probation,flexible,QA|Java|Linux
