,Unnamed: 0,responsibility,conditions,requirement,description,name,city,salary_from,salary_to,employer,published_at,experience,employment,schedule,key_skills
1400,1400,"организация работы по привлечению клиентов,выполнение бизнес-показателей поиск и привлечение компаний к сотрудничеству (кредитование ,рко,депозиты)проведение встреч,презентаций,переговоров с руководством компаний. сопровождение процесса продаж банковских продуктов /услуг и обслуживания новых клиентов управление прямыми продажами офиса замещение управляющего на время отсутствия",обучение.возможность профессионального и карьерного роста. оформление согласно тк рф (расширенный соц.пакет); уровень заработной платы обсуждается с успешным кандидатом на собеседовании.,"опыт работы руководителем (замом) структурного подразделения банка; успешный опыт продаж банковских продуктов знание операционной,кредитной работы высшее профильное образование обучение.возможность профессионального и карьерного роста. оформление согласно тк рф (расширенный соц.пакет); уровень заработной платы обсуждается с успешным кандидатом на собеседовании.","организация работы по привлечению клиентов,выполнение бизнес-показателей поиск и привлечение компаний к сотрудничеству (кредитование ,рко,депозиты)проведение встреч,презентаций,переговоров с руководством компаний. сопровождение процесса продаж банковских продуктов /услуг и обслуживания новых клиентов управление прямыми продажами офиса замещение управляющего на время отсутствия опыт работы руководителем (замом) структурного подразделения банка; успешный опыт продаж банковских продуктов знание операционной,кредитной работы высшее профильное образование обучение.возможность профессионального и карьерного роста. оформление согласно тк рф (расширенный соц.пакет); уровень заработной платы обсуждается с успешным кандидатом на собеседовании.",заместительуправляющегоруководительотделапрямыхпродаж,Тюмень,,,СКБ-Банк,2019-10-10T13:48:40+0300,between1And3,full,fullDay,
