,Unnamed: 0,responsibility,conditions,requirement,description,name,city,salary_from,salary_to,employer,published_at,experience,employment,schedule,key_skills
1200,1200,"it-квантум направлен на приобретение обучающимися фундаментальных знаний в сфере информационных технологий, а также освоение перспективных направлений: интернет вещей (iot), машинное обучение (ml), блокчейн, информационная безопасность и др. посредством работы в команде с использованием кейс-технологий. https://roskvantorium.ru/programs/it/ обучающиеся: узнают, как происходит взаимодействие между вычислительными устройствами; освоят основы построения сетей; научатся администрированию и настраиванию локальных сетей; узнают, на каких принципах основана технология блокчейн; научатся создавать одноранговые компьютерные сети; освоят создание децентрализованных приложений; научатся проектировать и создавать свои устройства iot; узнают, как работают различные нейронные сети; научатся создавать алгоритмы на языке программирования для решения ряда таких задач как распознавание речи и образов, умные фильтры спама и т. д. посредством компьютера; получат знания в областях защиты информации и криптографии; научатся работать в команде, овладеют навыками коммуникации и работы с информацией.","официальное трудоустройство в соответствии с тк рф; гибкий график работы, 36 часов в неделю командировки не менее 14 дней в месяц по районам тюменской области офис в центре тюмени обучение у федерального оператора сети дт «кванториум» фгау «фонд новых форм развития образования» (г. москва)","высшее педагогическое или инженерно-техническое образование; знание содержания и методик реализации дополнительных общеобразовательных программ, в том числе современных методов, форм, способов и приемов обучения и воспитания; опыт организация проектной деятельности, управление проектами; знание технического оборудования, моделирование процессов, проведение экспериментов; вы интересуетесь смежными областями науки и техники. у вас активная жизненная позиция. вы умеете заинтересовать и замотивировать ребенка на обучение. обладаете развитыми коммуникативными навыками. официальное трудоустройство в соответствии с тк рф; гибкий график работы, 36 часов в неделю командировки не менее 14 дней в месяц по районам тюменской области офис в центре тюмени обучение у федерального оператора сети дт «кванториум» фгау «фонд новых форм развития образования» (г. москва)","it-квантум направлен на приобретение обучающимися фундаментальных знаний в сфере информационных технологий, а также освоение перспективных направлений: интернет вещей (iot), машинное обучение (ml), блокчейн, информационная безопасность и др. посредством работы в команде с использованием кейс-технологий. https://roskvantorium.ru/programs/it/ обучающиеся: узнают, как происходит взаимодействие между вычислительными устройствами; освоят основы построения сетей; научатся администрированию и настраиванию локальных сетей; узнают, на каких принципах основана технология блокчейн; научатся создавать одноранговые компьютерные сети; освоят создание децентрализованных приложений; научатся проектировать и создавать свои устройства iot; узнают, как работают различные нейронные сети; научатся создавать алгоритмы на языке программирования для решения ряда таких задач как распознавание речи и образов, умные фильтры спама и т. д. посредством компьютера; получат знания в областях защиты информации и криптографии; научатся работать в команде, овладеют навыками коммуникации и работы с информацией. педагогическая деятельность обучение детей 11-18 лет, развитие профессиональных и надпрофессиональных компетенций. методическая работа разработка и реализация образовательных программ, кейсов, образовательных модулей, мастер-классов. проектная деятельность наставничество над проектными командами, внешние связи осуществление взаимодействия с индустриальными партнёрами для успешной реализации высшее педагогическое или инженерно-техническое образование; знание содержания и методик реализации дополнительных общеобразовательных программ, в том числе современных методов, форм, способов и приемов обучения и воспитания; опыт организация проектной деятельности, управление проектами; знание технического оборудования, моделирование процессов, проведение экспериментов; вы интересуетесь смежными областями науки и техники. у вас активная жизненная позиция. вы умеете заинтересовать и замотивировать ребенка на обучение. обладаете развитыми коммуникативными навыками. официальное трудоустройство в соответствии с тк рф; гибкий график работы, 36 часов в неделю командировки не менее 14 дней в месяц по районам тюменской области офис в центре тюмени обучение у федерального оператора сети дт «кванториум» фгау «фонд новых форм развития образования» (г. москва)",педагогдополнительногообразованияit-квантум,Тюмень,35000.0,,ГАУ ДОД ТО ОЦДОДиМ,2019-09-18T07:01:54+0300,between1And3,full,fullDay,"организация проектной деятельности, управление проектами;"
