,Unnamed: 0,responsibility,conditions,requirement,description,name,city,salary_from,salary_to,employer,published_at,experience,employment,schedule,key_skills
1288,1288,"разработка программ производственного назначения на платформе &quot;1с: предприятие&quot; в нетиповой конфигурации. работа по сопровождению программного обеспечения с пользователями (консультации, обучение).","официальное трудоустройство, «белая» заработная плата (2 раза в месяц); пятидневная рабочая неделя с 08.00 до 17.00; осуществляется доставка к месту работы; корпоративная столовая; отличная возможность для профессионального роста; социальный пакет (полис дмс, материальная помощь в связи с бракосочетанием, рождением ребенка, единовременные выплаты и др.); развитая корпоративная культура.","высшее профессиональное образование. опыт разработки в среде &quot;1с: предприятие&quot; (знание &quot;1с: бухгалтерия&quot;, &quot;1с:зуп&quot; приветствуется). опыт работы с управляемыми формами, скд, бсп, понимание &quot;клиент-серверной&quot; архитектуры, языка запросов среды 1с8.3. умение работать с хранилищем конфигурации, настройка сервера приложений и mssql server. опыт работы с сервером приложений на linux и postgresql приветствуется. официальное трудоустройство, «белая» заработная плата (2 раза в месяц); пятидневная рабочая неделя с 08.00 до 17.00; осуществляется доставка к месту работы; корпоративная столовая; отличная возможность для профессионального роста; социальный пакет (полис дмс, материальная помощь в связи с бракосочетанием, рождением ребенка, единовременные выплаты и др.); развитая корпоративная культура.","разработка программ производственного назначения на платформе &quot;1с: предприятие&quot; в нетиповой конфигурации. работа по сопровождению программного обеспечения с пользователями (консультации, обучение). высшее профессиональное образование. опыт разработки в среде &quot;1с: предприятие&quot; (знание &quot;1с: бухгалтерия&quot;, &quot;1с:зуп&quot; приветствуется). опыт работы с управляемыми формами, скд, бсп, понимание &quot;клиент-серверной&quot; архитектуры, языка запросов среды 1с8.3. умение работать с хранилищем конфигурации, настройка сервера приложений и mssql server. опыт работы с сервером приложений на linux и postgresql приветствуется. официальное трудоустройство, «белая» заработная плата (2 раза в месяц); пятидневная рабочая неделя с 08.00 до 17.00; осуществляется доставка к месту работы; корпоративная столовая; отличная возможность для профессионального роста; социальный пакет (полис дмс, материальная помощь в связи с бракосочетанием, рождением ребенка, единовременные выплаты и др.); развитая корпоративная культура.",главныйспециалистотделаавтоматизациипроизводственныхпроцессов,Тюмень,65000.0,,Тюменские моторостроители,2019-10-02T15:21:01+0300,between3And6,full,fullDay,
