,Unnamed: 0,responsibility,conditions,requirement,description,name,city,salary_from,salary_to,employer,published_at,experience,employment,schedule,key_skills
1081,1081,,,,"stream – 100% дочерняя компания пао мтс , призванная вывести мобильную и веб-разработку холдинга на новый уровень. мы создаём приложения для компаний группы мтс и уже имеем в своем портфолио: - десятки реализованных проектов федерального уровня с применением bigdata , programmatic в области рекламы; - платформу по реализации vas услуг, мобильных сервисов и мобильного контента; - собственный видеосервис мтс тв ; - мой мтс – основное приложение для абонентов по управлению тарифами и услугами; - smartmed – телемедицина от мтс и медси, онлайн-консультации, запись к врачу и вызов врача на дом; - мтс музыка – медиатека с более 40 млн. треков и бесплатным трафиком; - множество других социально важных и интересных проектов. мы постоянно развиваем текущие и запускаем новые проекты, чтобы сделать жизнь наших клиентов проще и интереснее. предстоящие задачи: мониторинг программно-аппаратных комплексов, диагностировать инциденты; техподдержка пользователей сервисов по электронной почте, диагностировать, консультировать; координирование проведения плановых изменений в ит-системах, оповещать партнеров и сотрудников компании; иногда тестирование работы web-сайтов и мобильных приложений. мы ожидаем от вас: представлять работу информационных комплексов, роли серверов и выполняемых ими задач (базы данных, веб-сервисы, скрипты, т.д.); желателен опыт работы с серверными ос windows, linux (не является критическим фактором); мы ищем: очень ответственных, вежливых людей, с грамотной речью, для которых работа у нас будет первым шагом в сфере ит или первой серьезной работой. мы предлагаем: заработная плата на время испытательного срока - 133 руб./час, после 140 руб./час. оформление по договору гпх. сменный график работ. смена – 12 или 24 часа. расписание формируется демократично и с учетом пожеланий. возможность работать дневные и ночные смены. гибкий график: возможны замены. предварительное обучение с сохранением заработной платы, перед тем как приступить к самостоятельной работе. возможности для развития и внутреннего роста, получения опыта и перехода на другие позиции внутри компании. возможность получить и реализовать свой опыт в команде профессионалов на федеральном уровне. кофе, чай, сухие завтраки.в офисе и в группе очень хорошая атмосфера – обязательно приходите посмотреть! =)",специалист группы мониторинга (stream),Санкт-Петербург,,,МТС,2019-10-08T15:39:44+0300,noExperience,full,fullDay,
