,Unnamed: 0,responsibility,conditions,requirement,description,name,city,salary_from,salary_to,employer,published_at,experience,employment,schedule,key_skills
1213,1213,,"работа в ведущем техническом центре нефтегазовой отрасли. уникальные возможности для профессионального развития. участие в инновационных цифровых проектах. дмс, страхование жизни. корпоративное обучение.","высшее техническое образование. опыт создания работающих систем на python/c++ от 1 года. уверенное владение sql. готовность работать полный рабочий день в графике 5/2. работа в ведущем техническом центре нефтегазовой отрасли. уникальные возможности для профессионального развития. участие в инновационных цифровых проектах. дмс, страхование жизни. корпоративное обучение.","задачи разработка геоинформационной системы для системного хранения и управления данными лабораторных исследований флюидов. внедрение и развитие структуры базы данных (sql). контроль исполнения модели движения данных в общей схеме информационного пространства. приемка и размещение данных, обеспечение доступности и актуальности данных в системе. участие в цифровых проектах в качестве эксперта по работе с данными. высшее техническое образование. опыт создания работающих систем на python/c++ от 1 года. уверенное владение sql. готовность работать полный рабочий день в графике 5/2. работа в ведущем техническом центре нефтегазовой отрасли. уникальные возможности для профессионального развития. участие в инновационных цифровых проектах. дмс, страхование жизни. корпоративное обучение.",разработчикpythonс++(sql),Тюмень,,,Газпром нефть,2019-10-07T10:52:10+0300,between1And3,full,fullDay,SQL|MS SQL Server|MS SQL|C++|Базы данных|Системный анализ|Cистемы управления базами данных|Python
