,Unnamed: 0,responsibility,conditions,requirement,description,name,city,salary_from,salary_to,employer,published_at,experience,employment,schedule,key_skills
1356,1356,"- осуществление контроля соответствия установленных требований иб; - управление средствами мониторинга, контроля и защиты информации; - учет съемных машинных носителей конфиденциальной информации; - консультации пользователей по вопросам иб; - подготовка отчетов по событиям иб; - участие в расследовании инцидентов иб и выработке корректирующих мероприятий.","место работы: аэропорт &quot;плеханово&quot;; график работы: пятидневная рабочая неделя 09.00 - 18.00; испытательный срок 3 месяца; бессрочный трудовой договор; заработная плата договорная, выплачивается своевременно, два раза в месяц. рассматриваются зарплатные ожидания кандидатов; льготы для сотрудников и членов семьи на авиаперелеты к месту отпуска.","-высшее (законченное) образование в области информационной безопасности; -рассматриваются кандидаты без опыта работы. знания: - знание требований законодательства в области информационной безопасности и защиты персональных данных (gdpr, фз-152, фз-187, фз-149, 98-фз, 63-фз, документов фстэк, фсб россии, роскомнадзор), как преимущество международных стандартов nist/cobit/sans; - знание ос windows и linux; - знание основных средств и систем обеспечения информационной безопасности (proxy, dlp, ips/ids, siem, antivirus, vm, sandbox и т.п.); -знание английского языка на уровне чтения технической документации. опыт и навыки: - приветствуется опыт работы с kali linux, утилитами для проведения аудита иб: nmap, metasploit, burp suite и т.п. - хорошие аналитические навыки. место работы: аэропорт &quot;плеханово&quot;; график работы: пятидневная рабочая неделя 09.00 - 18.00; испытательный срок 3 месяца; бессрочный трудовой договор; заработная плата договорная, выплачивается своевременно, два раза в месяц. рассматриваются зарплатные ожидания кандидатов; льготы для сотрудников и членов семьи на авиаперелеты к месту отпуска.","utair входит в топ-5 российских авиаперевозчиков. авиакомпания летает по 150 направлениям, более 60 из которых доступны только пассажирам utair. в парке utair 65 самолетов. основной пункт пересадки — московский аэропорт внуково, на который приходится более 160 рейсов utair ежедневно. штаб-квартира utair располагается в сургуте. авиакомпания входит в реестр операторов iosa с 2008 года. авиакомпания «ютэйр» приглашает соискателей принять участие в конкурсном отборе на вакансию &quot;специалист по защите информации 1 категории&quot;. для рассмотрения вашей кандидатуры, необходимо направить отклик на вакансию. - осуществление контроля соответствия установленных требований иб; - управление средствами мониторинга, контроля и защиты информации; - учет съемных машинных носителей конфиденциальной информации; - консультации пользователей по вопросам иб; - подготовка отчетов по событиям иб; - участие в расследовании инцидентов иб и выработке корректирующих мероприятий. -высшее (законченное) образование в области информационной безопасности; -рассматриваются кандидаты без опыта работы. знания: - знание требований законодательства в области информационной безопасности и защиты персональных данных (gdpr, фз-152, фз-187, фз-149, 98-фз, 63-фз, документов фстэк, фсб россии, роскомнадзор), как преимущество международных стандартов nist/cobit/sans; - знание ос windows и linux; - знание основных средств и систем обеспечения информационной безопасности (proxy, dlp, ips/ids, siem, antivirus, vm, sandbox и т.п.); -знание английского языка на уровне чтения технической документации. опыт и навыки: - приветствуется опыт работы с kali linux, утилитами для проведения аудита иб: nmap, metasploit, burp suite и т.п. - хорошие аналитические навыки. место работы: аэропорт &quot;плеханово&quot;; график работы: пятидневная рабочая неделя 09.00 - 18.00; испытательный срок 3 месяца; бессрочный трудовой договор; заработная плата договорная, выплачивается своевременно, два раза в месяц. рассматриваются зарплатные ожидания кандидатов; льготы для сотрудников и членов семьи на авиаперелеты к месту отпуска.",специалистпозащитеинформации1категории,Тюмень,,,"ЮТэйр, Авиакомпания",2019-09-20T07:14:22+0300,noExperience,full,fullDay,Информационная безопасность|Администрирование серверов Windows|Администрирование серверов Linux|Администрирование серверов|MySQL|Настройка DNS
