,Unnamed: 0,responsibility,conditions,requirement,description,name,city,salary_from,salary_to,employer,published_at,experience,employment,schedule,key_skills
1237,1237,,,"— знание php на хорошем уровне — опыт работы с чужим кодом — html, css, javascript на базовом уровне — понимание работы сетевых технологий — умение работать с git’ом — обучаемость и желание развиваться в сфере — ответственность, готовность к работе в команде","задачи программирование веб-сайтов: интернет-магазины, корпоративные сайты. поддержка и создание крупных проектов, командная работа с дизайнером, менеджерами и другими программистами. в бэкенд на 1с-битрикс. исключения редки, но бывают. — знание php на хорошем уровне — опыт работы с чужим кодом — html, css, javascript на базовом уровне — понимание работы сетевых технологий — умение работать с git’ом — обучаемость и желание развиваться в сфере — ответственность, готовность к работе в команде приветствуется — умение работать с linux — знание других языков программирования — навыки работы с 1с-битрикс — опыт разработки своих проектов на php — опыт коммерческой разработки мы предлагаем — лофт - офис в центре города — 5/2, гибкий график — оформление по тк рф с нами хорошо по многим причинам: интересные проекты и возможность проводить эксперименты; планерки на открытом воздухе; коллектив, в котором уважают личные границы и мнение человека (если бы сами могли к себе устроиться, то сделали бы это); корпоративы, настольные игры и вкусняшки прилагаются. бонус профессионалам готовы обсудить индивидуальные условия работы для особо опытных кандидатов. что делать, если не уверены в своих силах знаниях? высылайте резюме с кратким письмом, из которого мы сможем понять ваши сильные стороны. некоторых мы сможем принять на стажировку. напоследок— пара слов о «ремарк». работаем с 2007 года. выполнили 300+ проектов. есть интересные результаты. — топ-5 интегратор crm в урфо — лидер продаж 1с-битрикс №20 в россии в 2014 году; — дважды лидер продаж готовых решений 1с-битрикс в россии; — организатор более 25 семинаров в тюмени; — команда по парусному спорту; — автор популярного в мире чат-бота в маркетплейсе битрикс24: crmbot; — автор сервиса докс.онлайн. среди наших клиентов: застройщики гк «тис», «меридиан» «б-72», «сибстройсервис», «4d development», пск «дом», «жби-5», «иссс», «строймир», «отделочник-20»; сетевой ритейл «строительный двор», «крепыж», «южный», «bona dea», «арсенал+», «podari-ka», «disney», «samsung», «lego», «dock store»; автодилер «базис-моторс»; агрохолдинг «юбилейный»; ресторанный холдинг «максим», инвестиционное агентство тюменской области и другие проекты.",веб-программистbackend-разработчик,Тюмень,35000.0,80000.0,Ремарк,2019-10-10T07:52:36+0300,between1And3,full,fullDay,PHP|HTML|JavaScript|MySQL|CSS|jQuery|SQL|CSS3|HTML5|1С-Битрикс|PHP5|ООП|Bootstrap
