,Unnamed: 0,responsibility,conditions,requirement,description,name,city,salary_from,salary_to,employer,published_at,experience,employment,schedule,key_skills
349,349,,,,"наши ожидания : высшее образование (техническое); английский язык на уровне чтения документации; опыт работы в области тестирования является преимуществом; понимание работы реляционных субд, знание языка sql на уровне написания стандартных запросов; личные качества: умение работать в команде, готовность к обучению, внимательность. ваши задачи: тестирование программного обеспечения с использованием планов тестирования; регистрация и контроль исправления дефектов; тестирование проектной и пользовательской документации; работа в проектной команде опытных инженеров. мы предлагаем: заработная плата по результатам собеседования и премии по результатам проектов; профессиональное обучение и сертификация за счёт компании; возможность посещения международных конференций и выставок; дмс с полным пакетом медицинских услуг; изучение английского языка в дистанционном форматах с компенсацией от компании; абонемент в фитнес-центры и спортивные программы с компенсацией от компании; компенсация обедов.",инженер-тестировщик(нефтегазоваясфера),Санкт-Петербург,,,КРОК,2019-10-08T12:18:22+0300,noExperience,full,fullDay,SQL|Тестирование|Тестирование пользовательского интерфейса|Разработка проектной документации
