,Unnamed: 0,responsibility,conditions,requirement,description,name,city,salary_from,salary_to,employer,published_at,experience,employment,schedule,key_skills
1017,1017,,"работу в демократичной компании, где принято обращаться на “ты”; команду талантливых и вовлечённых людей, которые открыты к новым идеям и предложениям; дмс со стоматологией, после 6 месяцев работы; корпоративное обучение английскому языку; профессиональное обучение за счёт компании (посещение конференций, тренингов, семинаров); компенсация затрат на профессиональную литературу; гибкое начало рабочего дня с 09:00 до 11:00; офис в центре города; белая и своевременная зарплата; соблюдение тк рф и всех социальных гарантий.",,"it-компания, входящая в холдинг «тренд групп», образована в 2016 году как r&amp;d-центр по разработке по. наша компания успешно реализовывает и развивает продукты для b2b- и b2c-рынков: 1. trendagent (https://trendagent.ru) — платформа по автоматизации работы профессионалов в сфере недвижимости; 2. trendrealty (http://trend-realty.ru) — ресурс, который позволяет клиентам найти подробную информацию о каждой продающейся квартире в россии и приобрести ее через нашу компанию. уже сейчас 80% агентств по недвижимости санкт-петербурга и москвы используют в ежедневной работе web- и мобильные приложения trendagent, а благодаря trendrealty ежемесячно совершается большое количество сделок нашим внутренним отделом продаж. впереди еще многое предстоит реализовать! в связи с чем мы находимся в поисках сильного и опытного вack-end разработчика , который поможет нам воплотить те идеи, которые другим кажутся невозможными. что предстоит делать: разрабатывать новые и совершенствовать существующие микросервисы; разрабатывать структуру базы данных и новых элементов; анализировать запросы к базе данных и повышать их производительность. что мы ожидаем от кандидата: опыт в node.js от 2 лет; хорошее понимание ооп; знания mongodb, redis, rabbitmq; знание web­-технологий и архитектуры web-­приложений; умение разбираться в чужом коде и документировать свой; широкий технический кругозор; потребность делать свою работу на качественно высоком уровне. будет плюсом, если у вас есть: опыт создания сложных и высоконагруженных систем; опыт оптимизации поиска; способность принимать технические и архитектурные решения на базе бизнес-требований и сценариев использования. работу в демократичной компании, где принято обращаться на “ты”; команду талантливых и вовлечённых людей, которые открыты к новым идеям и предложениям; дмс со стоматологией, после 6 месяцев работы; корпоративное обучение английскому языку; профессиональное обучение за счёт компании (посещение конференций, тренингов, семинаров); компенсация затрат на профессиональную литературу; гибкое начало рабочего дня с 09:00 до 11:00; офис в центре города; белая и своевременная зарплата; соблюдение тк рф и всех социальных гарантий.",backend developer (node.js),Санкт-Петербург,,,TrendTech,2019-10-04T17:24:51+0300,between1And3,full,flexible,MongoDB|Redis|Node.js|ООП|Английский язык|JavaScript|Работа с базами данных|RabbitMQ|MySQL|Software Development|Product Development|Web Application Development|SPA|Atlassian Jira|Scrum|Microservice Architecture|Highload
