,Unnamed: 0,responsibility,conditions,requirement,description,name,city,salary_from,salary_to,employer,published_at,experience,employment,schedule,key_skills
341,341,,,,"«санкт-петербургский информационно-аналитический центр» с 1980 года улучшает качество жизни петербуржцев, автоматизируя городские процессы и государственные органы. в нашей команде - более 600 профессионалов. в портфолио компании - 50 действующих проектов в санкт-петербурге и других регионах. наши проекты побеждают в общероссийских и международных конкурсах. содержание работы: ищем руководителя команды тестирования в проекте &quot;межведомственная автоматизированная информационная система предоставления в санкт-петербурге государственных и муниципальных услуг (маис эгу)&quot;. вам предстоит: руководство командой тестирования; подбор/обучение/оценка сотрудников; планирование и распределение задач по тестированию, контроль выполнения; тестирование разрабатываемого по (функциональное, регрессионное, нагрузочное); создание и поддержание в актуальном состоянии тестовой документации написание и поддержка автотестов; взаимодействие с командой разработчиков и аналитиков. требуемые навыки: высшее техническое образование; опыт работы в it и в тестировании от 3-х лет; опыт руководства командой тестировщиков; понимание процесса разработки и жизненного цикла по; знание теории тестирования и умение применить эти знания на практике; составления тест-планов и индивидуальных тест-кейсов; опыт тестирования web-приложений; навыки использование систем контроля версий, багтрекеров представление о современных web технологиях; навыки написания тестовой документации; умение и стремление доводить задачи до завершения; опыт разработки автоматических тестов; желание развиваться самостоятельно и вместе с командой, изучать и применять новые технологии, лучшие практики. ваши дополнительные преимущества: опыт ручного функционального тестирования; опыт нагрузочного тестирования; опыт использования selenium/selenide; ведение тестовой документации (тест-планы, тест-кейсы и пр.); опыт тестирования web сервисов (rest, soap), владение инструментами soap ui/postman/fiddler/charles и аналоги; знание java; опыт участия в крупных проектах и умение работать в команде. мы готовы предложить успешным кандидатам: влиться в большой дружный коллектив, стать частью команды увлеченных, целеустремленных людей; конкурентоспособный уровень заработной платы, который мы готовы обсудить с успешными кандидатами на собеседовании; бонусы и премии по результатам работы; оплачиваемые отпуска и больничные, полностью «белая» заработная плата дважды в месяц; рабочий график – пятидневка с 9 до 18 часов, по пятницам до 17; офис около ст. метро «обводный канал»; возможность внести свой значимый вклад в развитие городской автоматизации!",руководителькомандытестированияqalead,Санкт-Петербург,,,СПбИАЦ,2019-10-07T16:33:30+0300,between3And6,full,fullDay,
