,Unnamed: 0,responsibility,conditions,requirement,description,name,city,salary_from,salary_to,employer,published_at,experience,employment,schedule,key_skills
258,258,набор сотрудников; построение процессов саппорта; постановка задач на разработку саппорт портала; сбор и анализ метрик; реакция на метрики; оптимизация внутренних процессов с другими отделами.,,"опыт построения отдела поддержки пользователей; аналитическое мышление; знание английского языка на уровне не ниже upper intermediate; понимание финансовых сервисов; знание систем управления командами, задачами и проектами; сильная мотивация построить что-то крутое; ответственность и самостоятельность; стремление к порядку; аккуратность; критическое и логическое мышление; математический склад ума.","мы – международная группа it-компаний. более 10 лет мы создаём собственные продукты, которые используются людьми во всём мире. в рамках запуска нового проекта мы ищем сотрудника на должность head of support набор сотрудников; построение процессов саппорта; постановка задач на разработку саппорт портала; сбор и анализ метрик; реакция на метрики; оптимизация внутренних процессов с другими отделами. опыт построения отдела поддержки пользователей; аналитическое мышление; знание английского языка на уровне не ниже upper intermediate; понимание финансовых сервисов; знание систем управления командами, задачами и проектами; сильная мотивация построить что-то крутое; ответственность и самостоятельность; стремление к порядку; аккуратность; критическое и логическое мышление; математический склад ума. мы предлагаем: достойный уровень заработной платы; отсутствие бюрократии; работа в команде профессионалов; возможность карьерного роста; уникальная корпоративная культура; уютный офис класса “а” зоны отдыха, безграничные запасы кофе, чая и морковки; 28 дневный оплачиваемый отпуск.",head of support,Санкт-Петербург,,,the_covert,2019-09-13T23:32:04+0300,noExperience,full,fullDay,
