,Unnamed: 0,responsibility,conditions,requirement,description,name,city,salary_from,salary_to,employer,published_at,experience,employment,schedule,key_skills
915,915,"подключение физ.лиц к услугам телевидения, интернета и видеонаблюдения; настройка wi-fi, тв-приставок; заключение договоров. в работе ничего сложного, главное аккуратность и ответственность. будет обучение и последующее сопровождение опытного монтажника. звоните!","сдельная оплата труда + премии; удобный график работы; заявки распределяются по районам; полное обеспечение спец. одеждой, материалами и инструментами","опыт работы не обязателен - проводим обучение; желание работать и зарабатывать; сдельная оплата труда + премии; удобный график работы; заявки распределяются по районам; полное обеспечение спец. одеждой, материалами и инструментами","компании &quot;интернет строй сервис&quot; требуется монтажник систем связи. подключение физ.лиц к услугам телевидения, интернета и видеонаблюдения; настройка wi-fi, тв-приставок; заключение договоров. в работе ничего сложного, главное аккуратность и ответственность. будет обучение и последующее сопровождение опытного монтажника. звоните! опыт работы не обязателен - проводим обучение; желание работать и зарабатывать; сдельная оплата труда + премии; удобный график работы; заявки распределяются по районам; полное обеспечение спец. одеждой, материалами и инструментами",монтажниксистемсвязи,Санкт-Петербург,50000.0,,Интернет Строй Сервис,2019-10-09T11:28:04+0300,noExperience,full,flexible,
