,Unnamed: 0,responsibility,conditions,requirement,description,name,city,salary_from,salary_to,employer,published_at,experience,employment,schedule,key_skills
204,204,"погрузка разгрузка товаров (строительные материалы ,товары для дома); работа в паре с водителем ; заполнение сопроводительных документаций; отчетность в конце дня;","постоянная работа с графиком 6/1; часы работы с 09:00 до 18:00; предоставляется корпоративное жильё ,без вычет из заработной платы; метро василеостровская ; стабильные еженедельные выплаты 12800,при необходимости выплачиваем ежедневно; работа по тк рф или по тд;","ответственность; коммуникабельность; рассматриваем без опыта ,обучаем во время работы; физическая выносливость ; постоянная работа с графиком 6/1; часы работы с 09:00 до 18:00; предоставляется корпоративное жильё ,без вычет из заработной платы; метро василеостровская ; стабильные еженедельные выплаты 12800,при необходимости выплачиваем ежедневно; работа по тк рф или по тд;","погрузка разгрузка товаров (строительные материалы ,товары для дома); работа в паре с водителем ; заполнение сопроводительных документаций; отчетность в конце дня; ответственность; коммуникабельность; рассматриваем без опыта ,обучаем во время работы; физическая выносливость ; постоянная работа с графиком 6/1; часы работы с 09:00 до 18:00; предоставляется корпоративное жильё ,без вычет из заработной платы; метро василеостровская ; стабильные еженедельные выплаты 12800,при необходимости выплачиваем ежедневно; работа по тк рф или по тд;",грузчик,Санкт-Петербург,50800.0,,Булачова Анастасия,2019-10-01T17:37:55+0300,noExperience,full,fullDay,Пользователь ПК|Грамотная речь|Документальное сопровождение|MS Internet Explorer
