,Unnamed: 0,responsibility,conditions,requirement,description,name,city,salary_from,salary_to,employer,published_at,experience,employment,schedule,key_skills
940,940,анализ предметной области и бизнес-задач подразделений-заказчиков; участие в подготовке постановочной задачи; разработка оптимального варианта реализации проекта/задачи в информационной системе; подготовка технического задания программистам; тестирование функционала по итогам разработки; подготовка инструкций пользователя; участие в рабочих совещаниях по проектам внедрения.,"уровень зарплаты зависит от опыта кандидата и обсуждается индивидуально на интервью в компании; оформление по тк рф; добровольное медицинское страхование; возможность профессионального и карьерного роста; офис: петроградская наб., бц «сити» (м. горьковская, м. пл. ленина).","опыт работы на аналогичной должности от одного года; высшее образование (техническое, математическое); опыт настройки модуля мм (настройка оргструктуры мм, настройка материалов, видов движения, классов оценки; настройка проводок); опыт настройки модуля торо (настройка оргструктуры, заказов торо); знание таблиц модуля мм; навыки ведения технической документации; ведение ролей пользователей, навыки обучения пользователей; навыки работы с ms excel. уровень зарплаты зависит от опыта кандидата и обсуждается индивидуально на интервью в компании; оформление по тк рф; добровольное медицинское страхование; возможность профессионального и карьерного роста; офис: петроградская наб., бц «сити» (м. горьковская, м. пл. ленина).","анализ предметной области и бизнес-задач подразделений-заказчиков; участие в подготовке постановочной задачи; разработка оптимального варианта реализации проекта/задачи в информационной системе; подготовка технического задания программистам; тестирование функционала по итогам разработки; подготовка инструкций пользователя; участие в рабочих совещаниях по проектам внедрения. опыт работы на аналогичной должности от одного года; высшее образование (техническое, математическое); опыт настройки модуля мм (настройка оргструктуры мм, настройка материалов, видов движения, классов оценки; настройка проводок); опыт настройки модуля торо (настройка оргструктуры, заказов торо); знание таблиц модуля мм; навыки ведения технической документации; ведение ролей пользователей, навыки обучения пользователей; навыки работы с ms excel. уровень зарплаты зависит от опыта кандидата и обсуждается индивидуально на интервью в компании; оформление по тк рф; добровольное медицинское страхование; возможность профессионального и карьерного роста; офис: петроградская наб., бц «сити» (м. горьковская, м. пл. ленина).",консультант sap (модуль мм),Санкт-Петербург,,,Транспортно-логистическая группа «Трансойл»,2019-09-13T17:32:12+0300,between1And3,full,fullDay,
