,Unnamed: 0,responsibility,conditions,requirement,description,name,city,salary_from,salary_to,employer,published_at,experience,employment,schedule,key_skills
1385,1385,"проектирование процессов/изменений в процессах управления ит; исследование, аудит и документирование процессов управления ит; подготовка регламентов процессов, рабочих инструкций и т.д.; разработка планов оптимизации процессов управления ит; обучение участников процессов управления ит работе в процессах; внедрение в практику отобранных инструментов, приемов, техник, методологий.","оформление по тк рф; конкурентоспособная заработная плата; отличный коллектив: доброжелательная атмосфера, высокая значимость it-подразделения в жизни компании; ежегодно или даже чаще мы проводим личные беседы с каждым сотрудником, в неформальном общении обсуждаем результаты и будущие цели, по итогам общения корректируем заработную плату; для северян частичная оплата проезда до места отдыха один раз в 2 (два) года; скидка для сотрудника и членов семьи на все продукты компании; возможность участвовать в интересных и масштабных проектах; комфортный оборудованный офис в г. ханты-мансийск.","профильный опыт от 1.5 лет; знание концепций и методологий управления ит (itil, devops и т.д.); навыки процессного анализа, моделирования и описания бизнес-процессов; навыки проектного управления, разработки регламентной документации, разработки бизнес-требований и технических заданий на автоматизацию процессов управления ит; пройденные курсы по библиотеке itil, пройденные курсы по проектному управлению (pmbok, prince2) сертификация как существенный плюс. оформление по тк рф; конкурентоспособная заработная плата; отличный коллектив: доброжелательная атмосфера, высокая значимость it-подразделения в жизни компании; ежегодно или даже чаще мы проводим личные беседы с каждым сотрудником, в неформальном общении обсуждаем результаты и будущие цели, по итогам общения корректируем заработную плату; для северян частичная оплата проезда до места отдыха один раз в 2 (два) года; скидка для сотрудника и членов семьи на все продукты компании; возможность участвовать в интересных и масштабных проектах; комфортный оборудованный офис в г. ханты-мансийск.","гск «югория» - стабильно и активно развивающаяся страховая компания. компания входит в топ-20 крупнейших страховщиков россии. мы понимаем, что успех компании на современном рынке определяется ее технологичностью и скоростью реализации инновационных проектов, таким образом, ит играют ключевую роль в формировании стратегии развития нашей компании. в настоящее время в департаменте ит открыта вакансия методолог itsm. проектирование процессов/изменений в процессах управления ит; исследование, аудит и документирование процессов управления ит; подготовка регламентов процессов, рабочих инструкций и т.д.; разработка планов оптимизации процессов управления ит; обучение участников процессов управления ит работе в процессах; внедрение в практику отобранных инструментов, приемов, техник, методологий. профильный опыт от 1.5 лет; знание концепций и методологий управления ит (itil, devops и т.д.); навыки процессного анализа, моделирования и описания бизнес-процессов; навыки проектного управления, разработки регламентной документации, разработки бизнес-требований и технических заданий на автоматизацию процессов управления ит; пройденные курсы по библиотеке itil, пройденные курсы по проектному управлению (pmbok, prince2) сертификация как существенный плюс. оформление по тк рф; конкурентоспособная заработная плата; отличный коллектив: доброжелательная атмосфера, высокая значимость it-подразделения в жизни компании; ежегодно или даже чаще мы проводим личные беседы с каждым сотрудником, в неформальном общении обсуждаем результаты и будущие цели, по итогам общения корректируем заработную плату; для северян частичная оплата проезда до места отдыха один раз в 2 (два) года; скидка для сотрудника и членов семьи на все продукты компании; возможность участвовать в интересных и масштабных проектах; комфортный оборудованный офис в г. ханты-мансийск. мы с радостью рассмотрим кандидатов, готовых к переезду в г. ханты-мансийск! компенсация переезда будет обсуждаться индивидуально c каждым кандидатом.",методологitsm,Тюмень,,,Группа страховых компаний «Югория»,2019-09-12T09:35:48+0300,between1And3,full,fullDay,OMNITRACKER|ITSM
