,Unnamed: 0,responsibility,conditions,requirement,description,name,city,salary_from,salary_to,employer,published_at,experience,employment,schedule,key_skills
996,996,автоматизация задач команд разработки; ci/cd; настройка и администрирование серверов; настройка и администрирование информационных систем; профайлинг и мониторинг систем; подбор и конфигурация платформ виртуализации; документирование инфраструктуры; написание простых скриптов (php / python).,,,"alfaleads – прогрессивная рекламная it-компания. сфера нашей деятельности – партнёрский маркетинг, лидогенерация в промышленных масштабах и всё, что связано с cpa. наша команда, преимущественно, состоит из молодых, целеустремлённых и амбициозных профессионалов. на сегодняшний день у нас открыта вакансия devops разработчика, который станет важной частью нашей дружной команды! автоматизация задач команд разработки; ci/cd; настройка и администрирование серверов; настройка и администрирование информационных систем; профайлинг и мониторинг систем; подбор и конфигурация платформ виртуализации; документирование инфраструктуры; написание простых скриптов (php / python). навыки, потребующиеся в процессе работы: gnu/linux: знания уровня администратора; опыт конфигурирования systemd; опыт настройки и управления nginx; опыт настройки и поддержки процессов ci\cd на jenkins/gitlab; опыт написания скриптов (sh/bash/python); понимание и принятие подхода &quot;infrastructure as a code&quot;. управление конфигурациями (ansible); опыт работы с контейнеризацией (docker, lxc, lxd); опыт работы и администрирования с базами данных: mysql; опыт работы и администрирования инструментов мониторинга (zabbix, prometheus, grafana); полное понимание того, как работает ip сеть (l2/l3), стек tcp (udp)/ip и сетевые сервисы (dhcp, dns, ipsec, vpn, ssh и т.д.); понимание принципов сетевого межпроцессного взаимодействия (rest, web-socket, rpc и т.д.) что мы готовы предложить: работу в молодом и дружном коллективе, который стремится стать №1 в данной сфере; сильная команда и возможность влиять как на технологические, так и на продуктовые решения; комфортабельный офис в шаговой доступности от станций метро чкаловская и петроградская; график работы 5\2 с плавающим началом рабочего дня; оформление по тк рф с 1-го дня, полис дмс после испытательного срока; крутые курсы\тимбилдинги\тренинги\корпоративы\экскурсии; релакс зона. мы умеем эффективно работать и отлично отдыхать вместе!",devopsразработчик,Санкт-Петербург,,,Новые Рекламные Технологии,2019-09-26T13:30:00+0300,between1And3,full,fullDay,Nginx|Администрирование серверов Linux|Python|Redis|MongoDB
