,Unnamed: 0,responsibility,conditions,requirement,description,name,city,salary_from,salary_to,employer,published_at,experience,employment,schedule,key_skills
267,267,,,,"компания &quot;сатурн&quot; - крупнейшая федеральная компания на рынке строительных и отделочных материалов в связи с активным развитием приглашает руководителя отдела дизайна. что нужно делать : принимать и детально прорабатывать тз от внутренних заказчиков (отделы продаж, аналитики, товарные направления и т.д.), распределять задачи между дизайнерами; работать в команде с дизайнерами по разработке креативных и визуальных концепций (макеты рекламных и информационных материалов, сувенирной продукции, наружной рекламы, упаковки товаров и прочих материалов для продвижения собственных брендов компании); взаимодействовать с дизайнерами на подряде и рекламными агентствами (по необходимости); грамотно организовывать работу штатных дизайнеров: распределять нагрузку, осуществлять контроль работы дизайнеров, соблюдения фирменного стиля и сроков выполнения. для успешной работы в данной должности вам необходимы : опыт работы руководителем отдела дизайна/арт-директором/ведущим дизайнером; умение чётко понимать бизнес цели рекламных кампаний, формулировать задачи подчиненным и доводить работу до конечного результата; готовность детального погружения в бизнес компании; наличие художественного образования; активная жизненная позиция, энергичность, инициативность, умение слышать собеседника и аргументировать свою позицию, гибкость; отличное владение компьютерными дизайнерскими программами и инструментами (adobe illustrator, photoshop, coreldraw, indesign, 3d max, autocad); художественный вкус, чувство стиля, современный подход к оформлению рекламы. грамотное владение русским языком. наличие портфолио обязательно. мы предлагаем вам : возможность работать в стабильной и надежной компании федерального уровня; возможность профессиональной и творческой самореализации; офис недалеко от ст. м. &quot;лесная&quot;; пятидневная рабочая неделя; хорошие условия труда (кухня для сотрудников - всегда чай, кофе); уровень дохода обсуждается с успешным кандидатом.",руководительотделадизайна,Санкт-Петербург,,,Сатурн,2019-10-03T14:35:16+0300,moreThan6,full,fullDay,
