,Unnamed: 0,responsibility,conditions,requirement,description,name,city,salary_from,salary_to,employer,published_at,experience,employment,schedule,key_skills
572,572,,,,"do you wanna work on an interesting project with a cool team? are you ready for the challenges, complicated tasks and non-trivial solutions? if you think, you’re ready, join us :) we’re a modern fintech company with two offices in london &amp; st.petersburg. we’re looking for a passionate senior java developer who will join our team to help us building a new real-time high-load document collaboration solution. we’re a self-managing team and we want you to be enthusiastic and ready for: team working, defending your point, and changing the way we think about the product. technology stack: java 8, kotlin spring boot, swagger, quartz gradle, mockito postgressql, redis, elasticsearch rest, websockets amazon web services, azure git, jira, slack optional requirements: netflix oss we offer: working in a small team of dedicated professionals competitive salary international and friendly team cozy and well equipped office in the heart of st.petersburg flexible schedule team-buildings, coffee, tea, fruits and other goodies",middleseniorjavadeveloper,Санкт-Петербург,,,ClauseMatch,2019-10-04T18:12:23+0300,between1And3,full,fullDay,Java|Kotlin|Spring Framework|PostgreSQL|REST|Elasticsearch|AWS
