,Unnamed: 0,responsibility,conditions,requirement,description,name,city,salary_from,salary_to,employer,published_at,experience,employment,schedule,key_skills
195,195,переговоры с первыми лицами иностранных компаний. владение английским языком будет являться вашим преимуществом! назначение экспертных встреч; составление коммерческих предложений; завершение сделки.,"возможна удаленная работа из дома или в нашем офисе в спб; значительная свобода действий в рамках своих должностных обязанностей; работа на международном рынке с западными заказчиками (сша, великобритания, западная европа); возможность командировок заграницу; конкурентная зарплата по результатам собеседования.","опыт продаж it услуг; отличный разговорный английский (upper-intermediate и выше); отличные коммуникативные навыки и проактивность. возможна удаленная работа из дома или в нашем офисе в спб; значительная свобода действий в рамках своих должностных обязанностей; работа на международном рынке с западными заказчиками (сша, великобритания, западная европа); возможность командировок заграницу; конкурентная зарплата по результатам собеседования.","поиск открыт для партнёра - компании roxosoft. это команда разработчиков, экспертов в области проектирования, разработки, внедрения и обслуживания программного обеспечения. в настоящее время roxosoft занимается активным построением и развитием sales направления, в связи с чем ищет сотрудников-партнеров. основные направления деятельности: extended team -- классический аутсорс/аутстафф со специализацией на технологическом стеке .net, react/angular. managed team -- создание команды разработчиков под ключ с полным управлением проекта на нашей стороне. startup tech support -- технологическое сопровождение стартапов. переговоры с первыми лицами иностранных компаний. владение английским языком будет являться вашим преимуществом! назначение экспертных встреч; составление коммерческих предложений; завершение сделки. опыт продаж it услуг; отличный разговорный английский (upper-intermediate и выше); отличные коммуникативные навыки и проактивность. возможна удаленная работа из дома или в нашем офисе в спб; значительная свобода действий в рамках своих должностных обязанностей; работа на международном рынке с западными заказчиками (сша, великобритания, западная европа); возможность командировок заграницу; конкурентная зарплата по результатам собеседования.",sales manager,Санкт-Петербург,,,Vostock Capital (UK) Ltd,2019-09-27T11:12:39+0300,between1And3,full,remote,Английский язык|B2B Продажи|Лидогенерация
