,Unnamed: 0,responsibility,conditions,requirement,description,name,city,salary_from,salary_to,employer,published_at,experience,employment,schedule,key_skills
168,168,"составление маркетинговых планов, бюджетирование; продвижение бренда и услуг компании на рынке; маркетинговое сопровождение продуктовых релизов; аналитика и ведение отчетности; координация работы отдела маркетинга.","официальное оформление по тк рф; дмс после испытательного срока; уютный офис в 15 минутах ходьбы от ст. м. нарвская, развозка от ст.м.кировский завод до бизнес-центра; график работы: пн - пт, с 10.00 до 19.00; работа в молодом, дружном, профессиональном коллективе, интересная корпоративная жизнь.","знание it-сферы и особенностей интернет-маркетинга; знания и опыт выстраивания каналов продаж: поисковое продвижение, контекст, cpa, smm, email-маркетинг и пр.; владение инструментами аналитики: google analytics и яндекс.метрика; умение быстро и без ошибок считать kpi: окупаемость, воронки продаж, конверсию, расход бюджета и пр.; ответственность и самостоятельность. официальное оформление по тк рф; дмс после испытательного срока; уютный офис в 15 минутах ходьбы от ст. м. нарвская, развозка от ст.м.кировский завод до бизнес-центра; график работы: пн - пт, с 10.00 до 19.00; работа в молодом, дружном, профессиональном коллективе, интересная корпоративная жизнь.","мы ищем в свою команду интернет-маркетолога с современными взглядами на технологии продвижения компании на рынке и коммуникаций с клиентами. составление маркетинговых планов, бюджетирование; продвижение бренда и услуг компании на рынке; маркетинговое сопровождение продуктовых релизов; аналитика и ведение отчетности; координация работы отдела маркетинга. знание it-сферы и особенностей интернет-маркетинга; знания и опыт выстраивания каналов продаж: поисковое продвижение, контекст, cpa, smm, email-маркетинг и пр.; владение инструментами аналитики: google analytics и яндекс.метрика; умение быстро и без ошибок считать kpi: окупаемость, воронки продаж, конверсию, расход бюджета и пр.; ответственность и самостоятельность. официальное оформление по тк рф; дмс после испытательного срока; уютный офис в 15 минутах ходьбы от ст. м. нарвская, развозка от ст.м.кировский завод до бизнес-центра; график работы: пн - пт, с 10.00 до 19.00; работа в молодом, дружном, профессиональном коллективе, интересная корпоративная жизнь.",ведущий маркетолог,Санкт-Петербург,70000.0,100000.0,RU-CENTER Group,2019-09-30T15:20:09+0300,between1And3,full,fullDay,
