,Unnamed: 0,responsibility,conditions,requirement,description,name,city,salary_from,salary_to,employer,published_at,experience,employment,schedule,key_skills
596,596,,,,"чем мы занимаемся? мы - одна из немногих российских компаний, которая не только успешна в россии, но и активно выходит на рынки европы, азии и америки. нашим продуктом пользуются 630 компаний в 13 странах мира и более 10 миллионов энд-юзеров. мы разрабатываем крутой продукт, который делает коммуникацию между бизнесом и клиентом лучше с помощью мобильных приложений. нашим решением пользуются известные мировые бренды: hooters, black star burgers, pizza hut, kfc. описание проекта, команды команда занимается интеграцией нашей платформы (программа лояльности + онлайн-заказы) с pos-системами (кассами). состав команды: java-разработчики, project-manager, тестировщик. команда сидит вместе в выделенной комнате. процесс сейчас - помесь agile и водопада. итеративного понятия mvp на практике обычно нет. есть практика daily scrum. планируется переход на scrumban. типовые задачи команды: разработка новых интеграций существующей платформы с новыми pos-системами в формате проектов. помощь при пилотных внедрениях команде внедрения. поддержка ранее разработанных интеграций (фиксы багов, наращивание функциональности, поддержка изменений в pos-системах) поддержка собственного android-based решения для ресторанов, с которыми пока нет интеграции с pos фишки каждый раз это что-то новое и неизведанное очень близко к “фронту” и реальным пользователям: бизнесу, кассирам, официантам почему к нашей команде хочется присоединиться? ты сможешь наблюдать, как меняется продукт и компания благодаря тебе. с нами ты забудешь, что такое “офисное рабство”: сам будешь планировать свою жизнь (свободный график, удалёнка, и прочие радости). у нас можно внедрять новые процессы, инструменты и технологии в разработку. в команде мы общаемся на равных, есть возможность повлиять на любое решение. мы создали очень комфортное пространство для работы (и никаких open-space!) мы соблюдаем тк рф, а также будем кормить тебя вкусными завтраками и обедами, дадим возможность “прокачать” свой английский с педагогом-лингвистом. что тебе нужно, чтобы попасть в нашу команду: хорошее знание java core (collections, multithreading). знание spring (core, data, mvc). знакомство с распространенными паттернами проектирования, умение применять их на практике. опыт серверного программирования на java от 1 года опыт работы: web-серверы (tomcat, jetty) субд (mysql, postgresql) spring framework тестирование (junit, mockito) сборка (maven) горящие глаза, желание жечь и полностью выкладываться. будет плюсом, если ты: знаком с nosql-решениями, cassandra. знаком с концепцией микросервисов. уверенный пользователь linux. если ты тот самый, кого мы ищем - будем рады рассмотреть твоё cv, пригласить тебя в гости на чашку чая!",java developer в команду интеграции,Санкт-Петербург,,,LoyaltyPlant,2019-09-25T18:06:51+0300,between1And3,full,flexible,Java|Apache Maven|Apache Tomcat|MySQL|JUnit|SQLite|Java SE|JMM|PostgreSQL|XML|ООП|Git|Atlassian Jira|JSON API|Spring Framework
