,Unnamed: 0,responsibility,conditions,requirement,description,name,city,salary_from,salary_to,employer,published_at,experience,employment,schedule,key_skills
1219,1219,"планирование и контроль сроков выполнения работ на всех этапах реализации проекта; разработка и ведение календарно-сетевых графиков1-4 уровней; оценка итоговых прогнозных показателей выполнения проекта; формирование отчетов об исполнении графиков выполнения работ в части сроков, физических объемов.","достойный уровень оплаты труда; социальный пакет (дмс, питание), релокация для иногородних кандидатов.","высшее техническое образование; опыт работы по направлению календарно-сетевого планирования (строительство объектов нефте-газового комплекса) от 3 лет; знания технологии строительного производства; уверенное чтение рабочей документации; знание методик формирования, контроля, анализа и оптимизации графиков с использованием программного обеспечения oracle primavera будет вашим преимуществом. достойный уровень оплаты труда; социальный пакет (дмс, питание), релокация для иногородних кандидатов.","планирование и контроль сроков выполнения работ на всех этапах реализации проекта; разработка и ведение календарно-сетевых графиков1-4 уровней; оценка итоговых прогнозных показателей выполнения проекта; формирование отчетов об исполнении графиков выполнения работ в части сроков, физических объемов. высшее техническое образование; опыт работы по направлению календарно-сетевого планирования (строительство объектов нефте-газового комплекса) от 3 лет; знания технологии строительного производства; уверенное чтение рабочей документации; знание методик формирования, контроля, анализа и оптимизации графиков с использованием программного обеспечения oracle primavera будет вашим преимуществом. достойный уровень оплаты труда; социальный пакет (дмс, питание), релокация для иногородних кандидатов. «будем рады, если вы проголосуете за нас по ссылке http://rating.hh.ru/poll/ в разделе «энергетика, добыча и переработка сырья».",главныйспециалистпокалендарно-сетевомупланированию[id11831],Тюмень,,,Газпром нефть,2019-09-24T18:17:55+0300,between3And6,full,fullDay,
