,Unnamed: 0,responsibility,conditions,requirement,description,name,city,salary_from,salary_to,employer,published_at,experience,employment,schedule,key_skills
641,641,,,,"наша компания orbis tertius работает в сфере рекламных технологий и монетизации мобильных приложений с помощью показа в них рекламы. мы ищем в наш новый проект специалиста по тестированию с опытом работы с android-устройствами для решения следующих групп задач: участие в разработке и развитии нашего рекламного sdk путем тестирования клиент-серверного взаимодействия; тестирование работы системы под нагрузкой путем ее запуска в тестовой среде; анализ и отслеживание поведения мобильных приложений, в которые встроен наш рекламный sdk; ведение документации и ее актуализация. необходимый бэкграунд, знания и навыки: знание android и особенностей его работы (root, adb и тд); знание английского (на уровне, достаточном для чтения технической документации) будет преимуществом; начальный опыт работы с android studio ( для просмотра клиентских логов на устройстве); желателен опыт работы с эмуляторами и автоматизации простых задач (например, установки apk тестируемого приложения); желателен опыт работы с такими инструментами, как charles proxy, fiddler, postman, apk studio. компания готова предложить: оклад 40-70 тыс. руб. на руки в зависимости от вашего опыта и умений; + оплата обедов; + дмс + стоматология; отличный офис на петроградской стороне у метро &quot;чкаловская&quot;. в офисе имеется открытая панорамная терраса с потрясающим видом на питер. также в офисе имеется выделенная зона отдыха, где есть кофе с печеньем, фрукты и бутерброды + небольшой турник; лояльное и адекватное руководство.",juniorтестировщикqaспециалист(сфераandroid-приложений),Санкт-Петербург,40000.0,60000.0,Orbis Tertius,2019-09-12T15:32:54+0300,noExperience,full,fullDay,Android SDK|Android|Quality Assurace
