,Unnamed: 0,responsibility,conditions,requirement,description,name,city,salary_from,salary_to,employer,published_at,experience,employment,schedule,key_skills
517,517,,,,"о компании cryptopay - основанная в 2013 году в лондоне, одна из старейших компаний предлагающих сервисы связанные с цифровыми активами на европейском рынке розничных финансовых услуг. наши продукты сочетают в себе финансовую экспертизу и технологические инновации, и дают возможность пользователям сочетать традиционные и новые инструменты для большего контроля и безопасности личных финансов. что нужно будет делать: разработка сервисов для использования их в основном приложении поддержка существующих продуктов на golang сопровождение проекта от оценки до поддержки наши ожидания: отличные знания golang хорошие знания postgresql опыт работы с: redis, rabbitmq, elk опыт работы с: docker умение работать с чужим кодом отличная самоорганизация будет плюсом: знание/умение читать код ruby и ruby on rails опыт работы с grpc опыт работы с nats опыт профилирования golang приложений наличие опыта работы с криптовалютами опыт работы с ansible техническая составляющая проекта: наш кошелек сейчас проходит этап роста - мы разделяем монолитный проект на микросервисы, переходим на spa, оптимизируем aws инфраструктуру. наш стэк - ruby / ror + golang, postgresql, sidekiq, redis, elasticsearch, grpc, nats. очень большим плюс будет наличие опыта в финтехе / крипто индустрии. что мы можем предложить оформление в соответствии с тк рф полностью &quot;белая&quot; зарплата возможность удаленной работы с частичным присутствием в офисе перспективы профессионального развития, сильная инженерная команда адекватное руководство с инженерным бэкграундом уютный офис в историческом центре города возможность практики английского языка с коллегами из наших европейских офисов",golangbackenddeveloper,Санкт-Петербург,150000.0,,Cryptopay Ltd.,2019-10-10T13:11:13+0300,between3And6,full,flexible,PostgreSQL|Redis|gRPC|NATS|Sidekiq|GoLang|Ruby|elas
