,Unnamed: 0,responsibility,conditions,requirement,description,name,city,salary_from,salary_to,employer,published_at,experience,employment,schedule,key_skills
1049,1049,,"удобный офис в 5 минутах от м. &quot;старая деревня&quot; комфортный график работы: общепринятый - с 12 до 21, но мы гибкие в этом вопросе и готовы учесть ваши пожелания профессиональное развитие: тренинги, курсы английского, обширная библиотека профессиональной литературы, участие в профессиональных конференциях и митапах организационная и финансовая помощь при релокации кухня и места для отдыха + чай/кофе/печенье/фрукты корпоративные спортивные программы (от настольного тенниса до кроссфита), турник в офисе система денежных кредитов для сотрудников компенсация медицинского обслуживания душевные корпоративные мероприятия","опыт программирования web-приложений на ruby и ror 4+ от 1 года уверенное знание ооп опыт написания юнит тестов с использованием rspec уверенное владение git английский язык, позволяющий общаться с командой заказчика и работать с задачами в jira (если есть опасения на этот счет, то язык поможем подтянуть).","компания actimind 19 лет занимается разработкой собственных продуктов и разработкой программного обеспечения на заказ. за это время мы сделали целый ряд успешных проектов и наладили долгосрочное сотрудничество с множеством заказчиков из европы и северной америки. наша команда принимает участие в разработке и поддержке системы управления нагрузочным тестированием, которая является частью аппаратно-программного комплекса для мониторинга и нагрузочного тестирования сетей и систем хранения данных. разработка ведется совместно с командой компании virtual instruments. сам продукт рассчитан не на рядового пользователя, предметная область нетипичная, довольно сложная и интересная. у нас большой и сложный монолит на rails, много работы в бэкграунде через backburner, все изменения строго прогоняются через rubocop, значительная часть бизнес-логики инкапсулирована в сервисных объектах, есть служебные сервисы на sinatra, java и go. предметная область продукта связана с протоколами передачи данных, системами хранения данных, а также с внутренней работой hci/sds. проект разрабатывается не первый год, есть слаженная команда, насыщенный бэклог с фичами и свой qa. сейчас мы в поиске талантливого ruby-разработчика с опытом коммерческой разработки и разработки на ruby on rails. чем предстоит заниматься: разрабатывать продуктовые фичи в соответствии с требованиями; развивать архитектуру системы и отдельных сервисов; рефакторить и оптимизировать существующий код; делать код-ревью; покрывать свой код юнит-тестами; выявлять и предлагать пути улучшения продукта, как с точки зрения качества, так и с точки зрения функциональности. опыт программирования web-приложений на ruby и ror 4+ от 1 года уверенное знание ооп опыт написания юнит тестов с использованием rspec уверенное владение git английский язык, позволяющий общаться с командой заказчика и работать с задачами в jira (если есть опасения на этот счет, то язык поможем подтянуть). будет плюсом: знание клиентских технологий (html, css), опыт работы с javascript/emberjs опыт использования haml, hamlbars, sass опыт работы с mongodb знание второго языка (java, go); ссылка на репозиторий/примеры кода в отклике на вакансию. удобный офис в 5 минутах от м. &quot;старая деревня&quot; комфортный график работы: общепринятый - с 12 до 21, но мы гибкие в этом вопросе и готовы учесть ваши пожелания профессиональное развитие: тренинги, курсы английского, обширная библиотека профессиональной литературы, участие в профессиональных конференциях и митапах организационная и финансовая помощь при релокации кухня и места для отдыха + чай/кофе/печенье/фрукты корпоративные спортивные программы (от настольного тенниса до кроссфита), турник в офисе система денежных кредитов для сотрудников компенсация медицинского обслуживания душевные корпоративные мероприятия",rubydeveloper,Санкт-Петербург,,,Actimind,2019-10-03T15:06:46+0300,between1And3,full,flexible,
