,Unnamed: 0,responsibility,conditions,requirement,description,name,city,salary_from,salary_to,employer,published_at,experience,employment,schedule,key_skills
447,447,,,"высшее образование по специальности «информационные технологии» или аналогичной; практические знания по работе с ms server, ms sql, ms office, network administration (wifi/lan, firewall, vpn, офисное оборудование); отличное знание it-технологий (аппаратного обеспечения, установки операционных систем и т. д.) с опытом работы не менее 3-х лет; опыт администрирования и поддержки пользователей 1c; знания принципов работы ключей электронной подписи / банк-клиентов; личные качества: коммуникабельность, стрессоустойчивость, организованность, внимание к деталям; самостоятельное решение запросов пользователей; понимание инфраструктурных сервисов (ad, dns, dhcp); знание ос windows xp/7/8.1/10 и офисных программ на уровне администратора; знание и понимание работы скс; опыт построения и поддержки корпоративных сетей (tcp/ip, активное сетевое оборудование); сборка и модернизация компьютерной техники; умение диагностировать неисправности пк и оргтехники. работа у нас предполагает","мы ищем мотивированного и активного специалиста в области it в нашу команду. поддержка пользователей (user support) администрирование серверного программного обеспечения; обеспечение резервного копирования и восстановления систем; создание учетных записей и паролей в информационных системах компании, настройка прав пользователей; установка и настройка по и ос, осуществление технической и программной поддержки пользователей, консультации по вопросам работы локальной сети и программ; настройка банк-клиентов различных банков, программы 1с; антивирусная защита; участие в проектах компании по внедрению аппаратно-программных комплексов (настройка по, оборудования, обучение пользователей); организация онлайн-трансляций; поддержка программного обеспечения и работы оборудования (software and hardware support) планирование и развитие ит-инфраструктуры, её оптимизация (закупка ит-оборудования и по, инвентаризация, координация и взаимодействие с поставщиками, включая документооборот); поддержка линий телефонной связи мини-атс (оптимизация расходов на связь и интернет); поддержка функционирования лвс, парка пк, роутеров, принтеров (мфу) и т.д; поддержка по (ос windows 7-10, windows server, ios); поддержка работоспособности сайтов компании; сопровождение систем скуд и видеонаблюдения; скс, сборка/ремонт пк, диагностика и обслуживание оргтехники, заказ расходных материалов; высшее образование по специальности «информационные технологии» или аналогичной; практические знания по работе с ms server, ms sql, ms office, network administration (wifi/lan, firewall, vpn, офисное оборудование); отличное знание it-технологий (аппаратного обеспечения, установки операционных систем и т. д.) с опытом работы не менее 3-х лет; опыт администрирования и поддержки пользователей 1c; знания принципов работы ключей электронной подписи / банк-клиентов; личные качества: коммуникабельность, стрессоустойчивость, организованность, внимание к деталям; самостоятельное решение запросов пользователей; понимание инфраструктурных сервисов (ad, dns, dhcp); знание ос windows xp/7/8.1/10 и офисных программ на уровне администратора; знание и понимание работы скс; опыт построения и поддержки корпоративных сетей (tcp/ip, активное сетевое оборудование); сборка и модернизация компьютерной техники; умение диагностировать неисправности пк и оргтехники. работа у нас предполагает полную занятость . варианты совмещения затруднительны. мы предлагаем: оформление по трудовому договору согласно тк рф; график работы 5/2 с 9:30 до 18:30; интересные амбициозные творческие задачи; испытательный срок 2 месяца (оплачивается по ставке 45 000 руб. в месяц на руки); стабильная зарплата, зависящая от вашей производительности, таланта и усилий; возможности для профессионального, финансового и карьерного роста; работа в центре города (м. площадь ленина, 10 минут пешком). наша команда: у нас дружный и очень креативный молодой коллектив профессионалов; работаем по всей россии; в офисе чай, кофе.",системный администратор системный инженер,Санкт-Петербург,50000.0,,Альваспецстрой,2019-09-24T17:25:37+0300,between3And6,full,fullDay,Администрирование серверов Windows|Active Directory|DHCP|TCP/IP|Настройка ПК|Обеспечение антивирусной защиты|Администрирование сетевого оборудования|Мини-АТС|Администрирование сайтов|Настройка ПО|Закупки|Сборка ПК|Офисная техника
