,Unnamed: 0,responsibility,conditions,requirement,description,name,city,salary_from,salary_to,employer,published_at,experience,employment,schedule,key_skills
257,257,анализ нормативных документов по предметной области; анализ данных в реляционных бд ms sql на полноту и корректность в соответствии с предметной областью; описание бизнес-процессов; разработка программной документации (проектной и эксплуатационной) и регламентов; написание постановки задачи для разработчиков; подготовка презентационных материалов; функциональное тестирование тестирование программных продуктов.,"офис м.&quot;балтийская&quot;, &quot;нарвская&quot;; график работы 5/2;","высшее техническое образование; опыт описания бизнес-процессов; опыт описания элементов информационных систем: технологических - обеспечивающих функционирование системы и организационных - обеспечивающих организацию эксплуатации системы; знание методик и технологий и процессов разработки по; понимание особенностей построения и использования субд; опыт построения простых запросов в реляционных бд ms sql; работа в ms office (word, powerpoint, visio, ms excel). офис м.&quot;балтийская&quot;, &quot;нарвская&quot;; график работы 5/2;","анализ нормативных документов по предметной области; анализ данных в реляционных бд ms sql на полноту и корректность в соответствии с предметной областью; описание бизнес-процессов; разработка программной документации (проектной и эксплуатационной) и регламентов; написание постановки задачи для разработчиков; подготовка презентационных материалов; функциональное тестирование тестирование программных продуктов. высшее техническое образование; опыт описания бизнес-процессов; опыт описания элементов информационных систем: технологических - обеспечивающих функционирование системы и организационных - обеспечивающих организацию эксплуатации системы; знание методик и технологий и процессов разработки по; понимание особенностей построения и использования субд; опыт построения простых запросов в реляционных бд ms sql; работа в ms office (word, powerpoint, visio, ms excel). офис м.&quot;балтийская&quot;, &quot;нарвская&quot;; график работы 5/2;",аналитикбизнес-процессовтехническийписатель,Санкт-Петербург,50000.0,,ГК «Морской Экспресс»,2019-09-13T13:14:37+0300,between1And3,full,fullDay,
