,Unnamed: 0,responsibility,conditions,requirement,description,name,city,salary_from,salary_to,employer,published_at,experience,employment,schedule,key_skills
297,297,"работа с системой сбора идей, участие в проекте по совершенствованию инструмента: организация экспертизы идей - операционная поддержка проектов улучшения бизнес-процессов (бережливое производство); координация работы инфраструктуры; обслуживание ит-модуля системы; мониторинг показателей, контроль процесса работы; управление базой идей (работа с дублями); обучение и выездные проверки; продвижение инструмента (pr); взаимодействие с подрядчиками по совершенствованию системы; улучшение системы мотивации; улучшение ит-модуля «и.д.е.я.»; развитие доп. инструментов (эскалация проблем, краудсорсинг); развитие геймификации.",проектная занятость; детали обсуждаются с успешными кандидатами.,"опыт работы в сфере бережливого производства (проекты оптимизации и автоматизации, внедрение новых процессов) от года в крупных компаниях; опыт работы администратором процесса или координатором проекта от года; знание принципов бережливого производства и генерации идей (будет преимуществом); знание и использование методологии scrum, agile, основ процессного и проектного управления, статистического анализа (будет весомым преимуществом); навыки проведения совещаний, модерации встреч; умение анализировать и структурировать бизнес-информацию; наличие навыка кросс-функционального взаимодействия; умение работать в команде, организованность и самостоятельность; высокие навыки коммуникации. проектная занятость; детали обсуждаются с успешными кандидатами.","работа с системой сбора идей, участие в проекте по совершенствованию инструмента: организация экспертизы идей - операционная поддержка проектов улучшения бизнес-процессов (бережливое производство); координация работы инфраструктуры; обслуживание ит-модуля системы; мониторинг показателей, контроль процесса работы; управление базой идей (работа с дублями); обучение и выездные проверки; продвижение инструмента (pr); взаимодействие с подрядчиками по совершенствованию системы; улучшение системы мотивации; улучшение ит-модуля «и.д.е.я.»; развитие доп. инструментов (эскалация проблем, краудсорсинг); развитие геймификации. опыт работы в сфере бережливого производства (проекты оптимизации и автоматизации, внедрение новых процессов) от года в крупных компаниях; опыт работы администратором процесса или координатором проекта от года; знание принципов бережливого производства и генерации идей (будет преимуществом); знание и использование методологии scrum, agile, основ процессного и проектного управления, статистического анализа (будет весомым преимуществом); навыки проведения совещаний, модерации встреч; умение анализировать и структурировать бизнес-информацию; наличие навыка кросс-функционального взаимодействия; умение работать в команде, организованность и самостоятельность; высокие навыки коммуникации. проектная занятость; детали обсуждаются с успешными кандидатами.",специалист по развитию системы непрерывных улучшений [id19661],Санкт-Петербург,,,Газпром нефть,2019-09-20T16:23:24+0300,between1And3,project,fullDay,Управление проектами|Бережливое производство|Реинжиниринг бизнес-процессов|Управление бизнес процессами|Lean Production|Деловая коммуникация|Оптимизация бизнес-процессов
