,Unnamed: 0,responsibility,conditions,requirement,description,name,city,salary_from,salary_to,employer,published_at,experience,employment,schedule,key_skills
946,946,"разработка и поддержка автоматизированных тестов; подготовка данных для запуска автотестов, запуск автотестов, разбор и анализ результатов; разработка инструментов для проведения тестирования (мы используем инструменты собственной разработки); локализация проблем и их документирование в багтрекинговой системе tfs; взаимодействие с группами разработки, тестирования и интеграции для координации совместных действий; рефакторинг существующего кода.",,,"&quot;мтс информационные технологии&quot; - дочерняя компания пао &quot;мтс&quot; находится в поисках инженера по автоматизированному тестированию (c#) сфера работы мтс ит довольно широка: от создания классического crm для операторов связи до применения подходов big data, внедрения machine learning, концепции iot и облачных вычислений. мтс ит разрабатывает и поддерживает решения в области автоматизации сложных бизнес-процессов с большим, географически распределённым, количеством участников и высокими требованиями к надёжности и производительности. мтс ит является одним из драйверов преобразования мтс в ит компанию. разработка и поддержка автоматизированных тестов; подготовка данных для запуска автотестов, запуск автотестов, разбор и анализ результатов; разработка инструментов для проведения тестирования (мы используем инструменты собственной разработки); локализация проблем и их документирование в багтрекинговой системе tfs; взаимодействие с группами разработки, тестирования и интеграции для координации совместных действий; рефакторинг существующего кода. наши требования к кандидату: знание теории тестирования; знание языка sql на уровне написания простых запросов (опыт работы с субд oracle является преимуществом); знание одного из высокоуровневых языков программирования (опыт работы с c# является преимуществом); способность четко формулировать вопросы, описывать ошибки; гибкое open-mind мышление, умение быстро переключаться между разными задачами будет плюсом, если вы обладаете хотя бы 2-3 навыками: опыт использования инструментов автоматизации selenium или codedui; опыт работы по agile-методологиям; знание английского языка (на уровне чтения документации и выше); знание, что такое continuous delivery и понимание принципов его работы. мы предлагаем: стабильная белая зарплата; полугодовые премии (до 20% годового дохода); корпоративная мобильная связь с первого дня работы; возможность удаленного подключения к рабочему месту; после испытательного срока: дмс со стоматологией, страхование жизни, страхование при поездках за рубеж; после 1 года работы в компании: оплата 50% стоимости фитнес-абонемента или 100% стоимости абонемента в бассейн; скидки на изучение английского языка; возможность очного и дистанционно обучения в корпоративном университете, у провайдеров, у экспертов компании; корпоративные соревнования по футболу, баскетболу и волейболу, беговой клуб, различные спорт-программы; график работы: 5-ти дневка по 8 часов, пятница- сокращенный день, гибкое начало рабочего дня; офис: спб, ст.м. пл. ленина, бц &quot;фернан леже&quot;; отпуск 28 календарных дней + 3 календарных дня дополнительно ежегодно.",инженер по автоматизированному тестированию (c#),Санкт-Петербург,,,МТС,2019-09-20T18:05:12+0300,between1And3,full,fullDay,
