,Unnamed: 0,responsibility,conditions,requirement,description,name,city,salary_from,salary_to,employer,published_at,experience,employment,schedule,key_skills
508,508,,"обучение возможность совмещение с учебой офис, ст.метро выборгская или пл. ленина","знание языков программирования (любых) знание реляционной теории, базовые навыки проектирования баз данных исполнительность коммуникабельность ответственность","знание языков программирования (любых) знание реляционной теории, базовые навыки проектирования баз данных исполнительность коммуникабельность ответственность должностные обязанности: разработка программных продуктов на платформе 1с модификация типовых продуктов 1с консультирование клиентов по вопросам учета в программах 1с интеграция с внешними системами (напр. веб-сайт клиента, различные сервисы google, яндекса и др.) обучение возможность совмещение с учебой офис, ст.метро выборгская или пл. ленина",программист-стажер1с(junior),Санкт-Петербург,20000.0,40000.0,АйТи-Солюшн,2019-09-16T09:58:06+0300,noExperience,probation,flexible,1С программирование|MS SQL|Базы данных|Веб-программирование
