,Unnamed: 0,responsibility,conditions,requirement,description,name,city,salary_from,salary_to,employer,published_at,experience,employment,schedule,key_skills
680,680,,,"ответственность, пунктуальность, исполнительность опыт работы и знания слаботочных систем. умение читать чертежи","должностные обязанности: монтаж слаботочных сетей охранно-пожарные сигнализация, диспетчеризация, системы внутреннего и наружного видеонаблюдения, системы безопасности. ответственность, пунктуальность, исполнительность опыт работы и знания слаботочных систем. умение читать чертежи мы предлагаем: работа на строящемся объекте у метро &quot;московская&quot;, метро &quot;гражданский проспект&quot; обеспечение необходимыми инструментами и рабочей одеждой регулярная оплата труда, оформление по тк оплата труда сдельная опытные монтажники могут выйти на значительно более высокий уровень заработка возможность карьерного роста","монтажник слаботочных систем, м. ""гражданский пр"". ""московкая""",Санкт-Петербург,55000.0,90000.0,Авентин Инжиниринг,2019-09-30T11:02:35+0300,between1And3,full,fullDay,
